"BE","QPS Tables 2.1"
"JH","Project Sheet1     "
"JF"," "
"TB","B0A2"
"VT","(B0) TOMA"
"HT","Header B"
"BT","b1.All Respondents"
"CH",,"Aug","P12M Product¡¾Aug¡¿",,,,,,,,,,,,"Sep","P12M Product¡¾Sep¡¿",,,,,,,,,,,,"Nov","P12M Product¡¾Nov¡¿",,,,,,,,,,,,"Jan","P12M Product¡¾Jan¡¿",,,,,,,,,,,,"March","P12M Product¡¾March¡¿",,,,,,,,,,,
"CL",,"National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)","National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)","National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)","National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)","National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)"
"PV",,0.378941449541053,1.04625671568606,0.660207306316023,0.158834682499349,0.186275545192385,0.328595884764036,0.135081992459627,0.361274899657073,0.336559383759075,0.572236954075312,0.594108365442997,0.0,2.33114802589316,0.0938882060634101,0.745051189535458,0.0719623541596506,0.108588007875169,0.239391931784522,0.080794358545758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173248636019729,0.0,0.1167222752429,0.209457175441973,0.201918600620275,0.158996358074812,0.235274580434583,0.253043954398749,0.220058888027684,0.0766664827212926,0.206129174200533,0.0,0.0,0.183891136447223,0.0,0.341005967604433,0.0646830530401035,0.15600624024961,0.226963231956423,0.0,0.276052449965493,0.382409177820268,0.413650465356774,0.53475935828877,0.0,0.0,0.179071593488188,0.0,0.294958880255274,0.0845276638341054,0.0,0.118430941472085,0.486118858842756,0.243338018593201,0.142371625903898,0.255700914126572,0.324509664919238,0.0,0.0
"MK",," "," ",c," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",al," ",al," ",al," "," "," "," "," "," "," ",afl," "," ",afl," ",afl,afl,afl,acfl," "," "," "," ",adl," "," ",adl," ",adl," ",adl,adl," "," "
"RW","ÆæÇ¿",107.75160061002,1.08403626753383,70.9343403288977,36.8172602811226,15.1709797776978,84.6342763942679,8.96941028270698,65.3180125842198,43.6078061296226,56.7864263958522,45.5150230503159,0.0,2.06255549444942,155.36044104911,7.97228500246818,78.6582532186151,76.7021878304945,21.9859755305815,108.66377394845,23.5405452050303,104.81577926914,70.9452251520349,61.3247737576407,56.4032327086242,2.84860976216005,8.97108980786768,162.122584669349,8.99852851490471,87.8289705132355,74.2936141561138,20.0337971345789,113.335280063486,27.538444351819,93.7834752691614,55.4864038259374,67.7140969824282,48.7340251311889,0.0,1.98447282378385,146.0,8.0,88.0,58.0,22.0,114.0,14.0,96.0,74.0,71.0,61.0,0.0,2.0,144.426267764174,0.0,72.1016531635766,72.3246146005973,15.3852196150172,116.378262703238,15.9838803943043,113.248048428332,85.2000433673963,61.9623535240123,60.4579102564087,0.0,4.66500000577021
"PV",,3.59162124516073,1.04625671568606,5.38580416437505,2.18756955414561,1.94775598702379,3.40465761143998,3.30290113968675,4.33166667094256,3.88955785891723,5.15492639946583,5.32205914804997,0.0,2.39229696008239,5.17901821681779,6.85558412963199,6.53318861164089,4.2711384906103,2.69903978052008,4.50214893239778,7.21812801471417,6.70475065186077,6.24070720775281,6.19508626303997,7.01926941726881,12.6403396324458,7.11685954241657,5.40331066628276,5.89582905196703,7.49698106229764,4.06218864764464,2.43205920657713,4.8317702621477,8.25331623730476,6.71339380585148,5.90958914303236,7.59293187235243,7.34626555539156,0.0,2.14663377564259,5.36962118425892,8.51063829787234,7.50213128729753,3.751617076326,3.43213728549142,5.17476168860645,5.12820512820513,6.62525879917184,7.07456978967495,7.34229576008273,8.15508021390374,0.0,2.35294117647059,4.81440034314816,0.0,5.34955616497188,4.37780599545096,2.70379110227663,4.75010487372792,5.56411641977644,6.238405310306,6.2299888721167,5.46042356926038,6.49438609912461,0.0,3.11349997993062
"MK",," "," ",acde," "," ",acd," ",acd,acd,acde,acde," "," "," ",d,cde,d," ",d,cde,cde,cde,cde,cde," ",d," "," ",cdel,d," ",d,cdel,cdel,cdl,cdel,cdel," "," "," ",dl,cdel," "," ",cdl," ",cdel,cdel,cdel,cdefl," "," "," "," ",ad,ad,a,ad,ad,acdel,acdel,ad,acdel," ",a
"RW","Ç³Óï",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Ç¿ÉúÓ¤¶ù",0.553581509768836,0.0,0.0,0.553581509768836,0.0,0.0,0.553581509768836,0.553581509768836,0.0,0.0,0.0,0.0,0.0,0.298527483166985,0.0,0.298527483166985,0.0,0.0,0.298527483166985,0.0,0.298527483166985,0.298527483166985,0.298527483166985,0.298527483166985,0.0,0.0,4.50760103082292,0.0,4.50760103082292,0.0,0.0,4.50760103082292,0.0,3.40837927193588,3.40837927193588,4.50760103082292,3.40837927193588,0.0,0.0,5.0,1.0,3.0,2.0,0.0,2.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,1.5092108482073,0.0,1.5092108482073,0.0,0.0,1.5092108482073,0.0,1.5092108482073,1.5092108482073,1.5092108482073,1.5092108482073,0.0,0.0
"PV",,0.0184522095278184,0.0,0.0,0.0328921285087903,0.0,0.0,0.203851194436963,0.0367116279360749,0.0,0.0,0.0,0.0,0.0,0.00995156336518035,0.0,0.0247950631177607,0.0,0.0,0.0123685671939688,0.0,0.0190959066594614,0.0262600141435885,0.0301575268327388,0.0371511477654693,0.0,0.0,0.150231806252453,0.0,0.384763698891133,0.0,0.0,0.19217045744411,0.0,0.243985331387384,0.36301003042034,0.505447300636168,0.513785987874593,0.0,0.0,0.183891136447223,1.06382978723404,0.255754475703325,0.129366106080207,0.0,0.0907852927825692,0.366300366300366,0.276052449965493,0.191204588910134,0.103412616339193,0.267379679144385,0.0,0.0,0.0503090285304356,0.0,0.111975354836224,0.0,0.0,0.0616000758134114,0.0,0.0831366994883455,0.110356361550953,0.132998990804005,0.16211936389592,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",acdfl," "," ",acdfl," ",acdfl,acdfl,acdfl,acdfl," "," "," "," ",dl," "," "," "," ",dl," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","ÇÉÏ±¸¾",2.19261841022234,0.0,2.19261841022234,0.0,0.0,2.19261841022234,0.0,0.0,0.0,2.19261841022234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.437791066009,1.12684911796417,1.12684911796417,3.31094194804483,1.40890308173588,2.49921624437867,0.0,0.811725703666164,0.0,0.0,0.0,0.0,0.0
"PV",,0.0730852703820787,0.0,0.16647808818559,0.0,0.0,0.0882043927990919,0.0,0.0,0.0,0.199040285578448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147932250564695,1.30176032853984,0.0836061640961594,0.200411182151271,0.247599950581747,0.1020082186069,0.0,0.0447148892236097,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",fhijl," "," "," "," "," "," "," "," "," "
"RW","ÈýãåÔ´",2.33105701328206,0.0,2.33105701328206,0.0,0.0,2.33105701328206,0.0,0.0,0.0,2.33105701328206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0776997635783257,0.0,0.176989262342031,0.0,0.0,0.0937734844686263,0.0,0.0,0.0,0.211607387523603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0367782272894446,0.0,0.0,0.0646830530401035,0.15600624024961,0.0453926463912846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","ÉÈÅÆ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.45249864930372,1.30680917452328,5.90278625334758,2.54971239595614,0.0,4.5959770788243,2.54971239595614,4.16508634275957,1.61537394680343,4.5959770788243,1.61537394680343,0.0,0.0,4.17165575533472,0.804985152978131,2.65746852853317,1.51418722680155,1.15875563921347,3.36667060235659,0.0,1.85248337555504,1.85248337555504,1.85248337555504,1.85248337555504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.281768281467058,1.12376065764654,0.490272976443295,0.1419799755702,0.0,0.190420160711239,0.781806466860514,0.266428066140378,0.142096607790428,0.46428992267947,0.201030054444316,0.0,0.0,0.139035237347295,0.527425661147759,0.226838492078907,0.0827919631180793,0.140670403198706,0.143529701341023,0.0,0.132608120814472,0.19729906587874,0.207723069376601,0.279247092296221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",dl," "," ",dl," ",dl," ",dl," "," "," "," "," "," "," "," ",fl," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Ê¨Íõ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.75416792289291,0.0,0.75416792289291,0.0,0.0,0.75416792289291,0.0,0.75416792289291,0.75416792289291,0.75416792289291,0.75416792289291,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110334681868334,1.06382978723404,0.170502983802217,0.0646830530401035,0.0,0.0907852927825692,0.0,0.138026224982747,0.191204588910134,0.103412616339193,0.133689839572193,0.0,0.0,0.0251399303116771,0.0,0.0559552171734931,0.0,0.0,0.0307821808208107,0.0,0.0415442494624087,0.0551461898566141,0.066460940670188,0.081012685586866,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Ë«Ã¨",6.99074525632924,0.0,3.99197844352344,2.99876681280579,0.660538568230555,2.08240128935245,2.33822824457524,6.33020668809868,1.42186272112189,1.42186272112189,3.99197844352344,0.0,0.0,1.01773284163987,0.0,1.01773284163987,0.0,0.0,1.01773284163987,0.0,0.410045703415939,0.410045703415939,1.01773284163987,0.410045703415939,0.0,0.0,1.95608287835996,0.0,0.371416424821197,1.58466645353876,0.929683362480096,1.59143373649274,0.36464914186722,1.02639951587987,0.661750374012645,0.371416424821197,0.371416424821197,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.88066558883839,0.0,0.0,1.88066558883839,0.965447858775577,1.88066558883839,0.0,0.915217730062816,0.915217730062816,0.0,0.0,0.0,0.0
"PV",,0.233018433508112,0.0,0.303097400011559,0.178177597398244,0.084804539310145,0.0837705915607782,0.861030601838465,0.419797606298255,0.126821727853085,0.129073057466827,0.466780943309327,0.0,0.0,0.0339266346768448,0.0,0.084530743292949,0.0,0.0,0.0421666270180237,0.0,0.026229392334253,0.0360697308568979,0.102812327879192,0.0510293670672867,0.0,0.0,0.0651934059793809,0.0,0.031703683725761,0.0866455906202367,0.112861529231455,0.0678468540233621,0.109285936599871,0.0734737557172044,0.0704798393121788,0.0416477474501636,0.055988063391555,0.0,0.0,0.0735564545788893,0.0,0.0852514919011083,0.0646830530401035,0.15600624024961,0.0907852927825692,0.0,0.0690131124913734,0.0956022944550669,0.103412616339193,0.133689839572193,0.0,0.0,0.0626913455316503,0.0,0.0,0.113836611998857,0.169667342786676,0.076761403477671,0.0,0.0504158722957885,0.0669224574131751,0.0,0.0,0.0,0.0
"MK",," "," ",al," "," "," "," ",ael," "," ",al," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","ËÑÀÖ",3.54819865428146,0.0,2.00480353051095,1.54339512377051,1.54339512377051,3.54819865428146,0.0,2.00480353051095,2.00480353051095,2.00480353051095,2.00480353051095,0.0,0.0,0.832194073497353,0.0,0.0,0.832194073497353,0.0,0.832194073497353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.985345638267465,0.0,0.0,0.985345638267465,0.985345638267465,0.985345638267465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.904514658642356,0.0,0.904514658642356,0.0,0.0,0.904514658642356,0.0,0.0,0.0,0.904514658642356,0.0,0.0,0.0
"PV",,0.118270035866018,0.0,0.152217940609803,0.091703840997324,0.198151809356872,0.142736513737343,0.0,0.132951697262759,0.178816593169241,0.181990931655598,0.234421126356534,0.0,0.0,0.0277416067917071,0.0,0.0,0.0463404791898151,0.0,0.0344793993748211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0328401413540525,0.0,0.0,0.0538762302957215,0.119618807912991,0.0420077821332489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110334681868334,0.0,0.0852514919011083,0.129366106080207,0.15600624024961,0.0907852927825692,0.366300366300366,0.138026224982747,0.0956022944550669,0.103412616339193,0.133689839572193,0.0,0.0,0.0301516874344551,0.0,0.0671101390348153,0.0,0.0,0.0369187457225709,0.0,0.0,0.0,0.0797102253205764,0.0,0.0,0.0
"MK",," "," "," "," "," ",afl," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","ÎÞÏÞ¼«",7.49179203206554,0.0,2.40587692991485,5.08591510215069,2.70465758179573,6.92578144235093,0.566010589714609,1.19092934610122,0.624918756386615,2.40587692991485,0.0,0.0,0.0,4.95329484899266,0.0,0.518766795287417,4.43452805370524,2.86190973808716,4.95329484899266,0.0,2.0913851109055,2.0913851109055,0.518766795287417,0.518766795287417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.10022885001486,0.0,1.07759421381498,3.02263463619988,2.08675043000263,3.02263463619988,0.0,0.935884206197247,0.935884206197247,0.0,0.0,0.0,1.07759421381498
"PV",,0.249719533393086,0.0,0.182670085152403,0.30218959660447,0.347242767110942,0.278609512687544,0.208428086453744,0.0789783514815696,0.0557390494000845,0.218399347996121,0.0,0.0,0.0,0.165120567906303,0.0,0.0430876758685396,0.246935374252017,0.351333431651042,0.205224522450538,0.0,0.133779625390469,0.183969000138419,0.0524063090702544,0.0645594893410913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110334681868334,0.0,0.0852514919011083,0.129366106080207,0.15600624024961,0.136177939173854,0.0,0.0,0.0,0.103412616339193,0.0,0.0,0.0,0.136679729304714,0.0,0.0799517142384201,0.182959952230486,0.366724517848666,0.123372107328359,0.0,0.051554310054775,0.0684336293710128,0.0,0.0,0.0,0.719204621422579
"MK",," "," "," ",ajl," ",ajl," "," "," "," "," "," "," "," "," "," ",afl," ",afl," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",afghjl," "," "," "," "," "," "," "," "," "," ",afij," ",afij," "," "," "," "," "," "," "
"RW","Ð¡±£Ä·",4.45798852396352,0.0,2.12736680141388,2.33062172254965,0.0,3.25223742509301,1.20575109887052,4.45798852396352,3.25223742509301,2.12736680141388,2.12736680141388,0.0,0.0,6.57982016200599,2.46583455113998,3.54495911971067,3.03486104229532,0.0,1.90829648525062,2.20568912561539,4.11398561086601,1.90829648525062,1.07912456857069,1.07912456857069,0.0,0.0,4.55444023892752,0.544627296210137,0.544627296210137,4.00981294271738,0.0,2.77619239570054,1.23362054701684,4.00981294271738,2.77619239570054,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.23595451996982,0.0,0.0,2.23595451996982,1.40890308173588,2.23595451996982,0.0,0.827051438233938,0.827051438233938,0.0,0.0,0.0,0.0
"PV",,0.148595530857118,0.0,0.16152375457477,0.13847844960626,0.0,0.130830620586517,0.444006523630232,0.295638516003509,0.290080303472142,0.193116911592743,0.248752415970576,0.0,0.0,0.219341604930448,2.12043801869349,0.294436827693821,0.168995333484449,0.0,0.0790643898291745,0.67632020969305,0.263159305769918,0.167863582143996,0.109014177814692,0.134294892647766,0.0,0.0,0.151792889140861,0.356839391037255,0.0464887667683918,0.219246523407216,0.0,0.118356118695189,0.369718069811534,0.287038343322236,0.295678856609045,0.0,0.0,0.0,0.0,0.0735564545788893,0.0,0.0852514919011083,0.0646830530401035,0.0,0.0453926463912846,0.366300366300366,0.138026224982747,0.0956022944550669,0.103412616339193,0.133689839572193,0.0,0.0,0.0745347807905941,0.0,0.0,0.135342236624911,0.247599950581747,0.0912629061135409,0.0,0.0455591257931471,0.0604755708239143,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," ",adl," "," "," "," "," "," "," ",dl,dl," "," "," ",dl," "," "," "," "," "," "," "," ",dijl," "," "," ",dijl," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Ð¡Ìì¶ì",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82999709143123,0.0,0.0,2.82999709143123,2.82999709143123,2.82999709143123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0943393723079785,0.0,0.0,0.157587545380571,0.347415775020058,0.117252216823616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0367782272894446,0.0,0.0,0.0646830530401035,0.0,0.0,0.366300366300366,0.0690131124913734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","ÒÁÈË",2.00726705483174,0.0,1.28523472909152,0.722032325740215,0.722032325740215,2.00726705483174,0.0,0.0,0.0,1.28523472909152,0.0,0.0,0.0,2.66021063338261,0.0,1.43665316594425,1.22355746743836,1.22355746743836,1.22355746743836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33275437220089,0.0,0.558204157722071,1.77455021447882,1.77455021447882,2.33275437220089,0.0,0.0,0.0,0.558204157722071,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0669070617794092,0.0,0.0975835191255117,0.042900963320948,0.0926995359490638,0.0807481005046843,0.0,0.0,0.0,0.116670318155258,0.0,0.0,0.0,0.0886794555797245,0.0,0.119325381871099,0.0681334332496308,0.150206220041271,0.0506943367195057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0777473206884655,0.0,0.0476476722302868,0.0970279588334984,0.215426519379466,0.099451231762797,0.0,0.0,0.0,0.0625926702020027,0.0,0.0,0.0,0.0367782272894446,0.0,0.0,0.0646830530401035,0.0,0.0453926463912846,0.0,0.0690131124913734,0.0956022944550669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","ÓÆÑ¡",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5209055495445,0.0,1.5209055495445,0.0,0.0,1.5209055495445,0.0,1.5209055495445,1.5209055495445,1.5209055495445,1.5209055495445,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0506895766251382,0.0,0.129822768453835,0.0,0.0,0.064840058644652,0.0,0.108872462513176,0.161984311532628,0.170542512365939,0.229264379897735,0.0,0.0,0.0367782272894446,0.0,0.0,0.0646830530401035,0.15600624024961,0.0453926463912846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Ó×Ýí",2.37149610502062,0.0,0.0,2.37149610502062,0.0,2.37149610502062,0.0,0.0,0.0,0.0,0.0,0.0,2.37149610502062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
