"BE","QPS Tables 2.1"
"JH","Project Sheet1     "
"JF"," "
"TB","B0A2"
"VT","(B0) TOMA"
"HT","Header B"
"BT","b1.All Respondents"
"CH",,"Aug","P12M Product¡¾Aug¡¿",,,,,,,,,,,,"Sep","P12M Product¡¾Sep¡¿",,,,,,,,,,,,"Nov","P12M Product¡¾Nov¡¿",,,,,,,,,,,,"Jan","P12M Product¡¾Jan¡¿",,,,,,,,,,,,"March","P12M Product¡¾March¡¿",,,,,,,,,,,
"CL",,"National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)","National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)","National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)","National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)","National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)"
"PV",,22.5955562833571,3.23138826766877,25.2891330788769,20.5187274658522,22.5641899242177,24.5273414614472,13.7021697768328,23.8370147106783,27.3936333328007,26.8794093708157,29.7792182677914,10.7995660519474,40.1169252914503,22.7183568999556,39.5080145598116,23.8852249509903,21.8035882842927,22.8477669679522,23.2510266499138,17.1040901617968,22.2278568625555,24.7662823960088,23.797187678567,24.4915887605826,100.0,37.823450312284,18.2823865166597,29.9268673194476,22.4653345505408,14.2396615196023,17.1281535269287,16.329609727641,12.9379146100536,20.3719518227893,19.2951490032654,18.5761696542393,25.2136909428955,0.0,55.0067445366342,21.7616580310881,30.0,22.9508196721311,20.6896551724138,15.8536585365854,21.5151515151515,20.6896551724138,24.4019138755981,25.3012048192771,23.125,24.3478260869565,100.0,19.047619047619,18.930862568811,0.0,20.0019155236654,17.7557572257895,13.0807580555297,19.1752050267136,23.0984263069612,20.6487209967046,20.6106115920072,20.693254949405,21.1312564607957,0.0,24.8487694921809
"MK",," "," ",f," "," ",f," ",f,cf,cf,cf," "," "," "," "," "," "," "," "," "," "," "," "," "," ",bcdefgi," "," ",c," "," "," "," "," "," "," ",cef," "," "," "," "," "," "," "," "," ",d,d," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Â¥Óî»òµçÌÝÊÓÆµ¹ã¸æBuilding LCD   ",78.4743163579926,1.29225113113758,36.2402981619306,42.2340181960619,9.854115597519,64.9589076479248,10.6550868406102,49.0806472961876,36.8574897172574,33.3799762924731,30.9337533857054,0.0,9.02514411731596,121.736981441113,2.63303828109351,63.1016991659473,58.6352822751657,18.5929722865445,101.332683926178,12.3844167352384,76.0039940808232,60.8260156380203,57.6750991772893,49.2335770294866,2.59328079103895,13.4232806780992,50.161195271927,1.41147726805584,31.5141684726141,18.6470267993129,8.31653321298266,38.534146796453,3.26007198252231,28.3792105006043,18.1636392931862,23.1471919796625,21.5168175509854,0.0,3.93106087911116,51.0,4.0,27.0,24.0,13.0,41.0,3.0,24.0,18.0,21.0,16.0,0.0,2.0,72.7113156774321,0.952992026029691,50.7330368345692,21.9782788428629,9.76549335847716,63.8838750093644,2.71767157253823,47.9455694332082,40.0711207911703,46.7537868917065,38.6748029407902,0.0,13.6134351852538
"PV",,10.5122250966221,11.1828450598332,11.1509913514154,10.0197170798427,5.92437633193672,10.4472296774948,13.028227752765,12.6563038191805,13.0635077708598,11.5220262466869,14.1223785831366,0.0,27.2346792862235,18.547467490866,14.5886373251969,21.8774558651486,15.9369162356364,12.8255346167464,19.0958049477471,15.715605909876,20.2093846018824,21.8946102295099,22.8907889483767,23.4876018852808,78.1645556759869,32.3499892470417,11.7681180528474,3.96601911897067,15.0432694591119,8.60275803593881,8.70482248392255,11.752900919078,8.75145374353854,13.6240303031188,12.2124434441668,15.2072335540344,17.1644403140055,0.0,36.5841100494034,13.2124352331606,40.0,14.7540983606557,11.8226600985222,15.8536585365854,12.4242424242424,10.3448275862069,11.4832535885167,10.8433734939759,13.125,13.9130434782609,0.0,9.52380952380952,16.7485361961364,10.7306419305542,22.3372277151897,10.616905416563,12.994179722495,16.954840797284,10.8669120878039,16.9313104306156,17.0157538816278,22.8166383902759,21.9767227642774,0.0,32.0851328592433
"MK",," "," ",d," "," ",d," ",d,d,d,d," "," "," "," ",cd," "," ",d," ",d,cd,cd,cd," ",cdef," "," ",c," "," "," "," "," "," ",c,cd," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",cd," "," ",c," ",c,c,cd,cd," ",cdegh
"RW","µêÄÚ£¨³ÂÁÐ£¬»õ¼Ü£¬´ÙÏú£©In store (shelf, promotion, display)",355.813567405223,8.84051315783188,172.82928683822,182.984280567003,60.9109105329399,306.670628396525,29.3639119203957,188.824819140339,149.933199924076,155.008277974047,116.200118695595,1.41080663460327,22.8403283792847,346.29439215986,4.62576943413333,164.522310001812,181.772082158048,78.5338224587299,297.428224958952,28.0013141590093,196.073352433551,155.645304017746,150.053307002049,124.919681221708,3.31771960911387,31.2383609673178,207.911175238455,21.8952759809545,119.038142582951,88.8730326555042,36.3197977142444,157.11405438346,15.5909421646593,109.173066962726,82.6291233719407,86.8011367351315,72.9375896636205,0.0,7.7438320565681,202.0,3.0,106.0,96.0,39.0,181.0,11.0,113.0,96.0,98.0,70.0,0.0,14.0,208.749982336399,1.84861889294152,125.445456098206,83.3045262381927,28.7298791767627,189.97505074729,8.37051122223771,145.51448950698,129.37136644527,118.856373678863,102.094921496868,0.783189634456476,26.0953124479891
"PV",,47.6639044032252,76.5037743139146,53.1788638766987,43.4117045844072,36.6201464907636,49.3213110596775,35.9039525377661,48.6917840594078,53.1412621245598,53.5054138931023,53.0495619837367,23.5545088693905,68.9239983446207,52.7603354775238,25.6295827938082,57.0401371670085,49.405176114535,54.1730629727654,56.0493529798194,35.5331726709009,52.1357046748924,56.0252587610231,59.5549661914133,59.5947708291521,100.0,75.2841772158367,48.7772119752838,61.5221265838832,56.8227861174145,41.0013459026918,38.0155268617133,47.9197301011321,41.852882360786,52.4108016518963,55.5562395692066,57.0265784396916,58.1839252697156,0.0,72.0673662590648,52.3316062176166,30.0,57.9234972677596,47.2906403940887,47.5609756097561,54.8484848484849,37.9310344827586,54.066985645933,57.8313253012048,61.25,60.8695652173913,0.0,66.6666666666667,48.0840788332644,20.815355075799,55.2323277598895,40.2413802357273,38.2286075802152,50.4195579933763,33.4704202307558,51.3864163700763,54.9361057863812,58.0039196587769,58.0148214022547,100.0,61.5033278157547
"MK",," "," ",cdf," "," ",cdf," ",df,cdf,cdf,cdf," "," "," "," ",cf,f,f,cf," ",f,cf,cfg,cfg," ",bcdefghij," "," ",cdef," "," ",d," ",cd,cd,cdef,cdef," "," "," "," ",c," "," ",c," "," ",c,cd,cd," "," "," "," ",cd," "," ",cd," ",cd,cd,cde,cd," ",cd
"RW","Éç½»Ã½Ìå£¨ÈçÎ¢²©£¬Î¢ÐÅ£©Social  ",75.6199365331101,0.235729784417972,29.8775071340271,45.742429399083,10.5536887981041,61.2762499114422,10.4329522813731,43.4247756919637,32.9918234105906,29.6417773496092,25.0112888327696,3.6750045558768,9.58076063382033,115.266687996259,1.96376120787746,50.0195375643936,65.2471504318651,24.5607345018664,94.9463836046979,15.0505502282209,71.4609066597777,55.4678351909144,47.1132551158739,42.2081460204385,1.86884197296403,13.472195911027,50.6074819886571,4.83391678366656,33.1473746589823,17.4601073296748,8.69191624458401,41.1353412076203,2.1504930744376,27.7438063056972,23.1055823083269,25.8257269523831,21.527315355494,0.0,5.33889098001968,56.0,1.0,30.0,26.0,13.0,50.0,1.0,30.0,26.0,26.0,20.0,0.0,6.0,58.9663244603005,0.0,31.2069026885621,27.7594217717384,11.6313418718112,54.8618245403948,2.7244056675132,35.4413892579731,31.3368893380674,31.2069026885621,24.18897548599,0.0,12.2310881455863
"PV",,10.1298594434632,2.03995151686456,9.19318660582563,10.8520624060873,6.34496556401831,9.85495415147825,12.756618551189,11.1978383479866,11.6933883670675,10.2316830194292,11.4185590524483,61.3570458794963,28.9113325824398,17.5616737254534,10.880434310707,17.341850376839,17.7340046930586,16.9421298387224,17.8923280383074,19.0988821815484,19.0013822846062,19.9659079925113,18.6988768968284,20.1360167157897,56.3291113519739,32.4678745313607,11.8728196003171,13.5825116120654,15.8228794546978,8.05517577977894,9.09773171303083,12.5462642792996,5.77286046677401,13.3189913026166,15.5351916336963,16.9669764614506,17.1728146443863,0.0,49.6859705716311,14.5077720207254,10.0,16.3934426229508,12.807881773399,15.8536585365854,15.1515151515152,3.44827586206897,14.3540669856459,15.6626506024096,16.25,17.3913043478261,0.0,28.5714285714286,13.5824748923226,0.0,13.7400742225073,13.4095648470095,15.4769186919672,14.5603800770472,10.8938391156403,12.515633263152,13.3068600494413,15.2294960742904,13.7452389614333,0.0,28.8271169490961
"MK",," "," "," ",d," "," "," ",d,d," ",d," "," "," "," "," "," "," "," "," "," "," "," "," "," ",bcdegi," "," ",cdf," "," ",c," ",cf,cf,cdf,cdf," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",bceghij
"RW","µçÉÌ¹ã¸æ£¨ÈçÌÔ±¦£¬¾©¶«£©eCommerce  ",210.212692429799,0.0,101.582971105014,108.629721324785,42.6800700942255,192.392209062171,11.355849945038,106.002091597006,91.007767971738,97.9444974247841,70.9865638574136,2.8261597423606,18.1186145389299,225.25971821234,1.91787716264629,111.52081626829,113.73890194405,48.420320957611,195.419103605453,17.2075720569194,135.476162762237,111.050756603633,102.965244066391,88.1183442418896,1.86884197296403,19.9519645275585,134.331892506175,13.2686725505944,78.9359268654357,55.3959656407397,27.532558267049,114.458274741942,5.43490213328496,68.4120536694182,61.8071084557789,65.2783233565367,48.5686312715435,0.0,4.23616644800197,131.0,3.0,62.0,69.0,31.0,118.0,6.0,73.0,63.0,57.0,45.0,0.0,11.0,141.276134616703,1.21890440001328,81.0963361637232,60.17979845298,18.2202260253932,129.270433831116,6.24240187960572,102.481098488181,91.6943021026073,75.8618688143503,67.5061366828449,0.0,23.0836447549363
"PV",,28.1595717369248,0.0,31.2566642576083,25.7716201447768,25.6596134487494,30.9421089271859,13.8850674446222,27.3344943603567,32.2561491091118,33.8082645763111,32.4079369422288,47.1849246275105,54.6755430898551,34.3198693699007,10.6262087266367,38.6644380136041,30.9139358195486,33.4006038961954,36.8260756641154,21.8361047511321,36.0229736708019,39.9732418115008,40.8660878708977,42.0381518715179,56.3291113519739,48.0840603278864,31.5150697806398,37.2827888978349,37.6800174459118,25.5567868112907,28.8180214165178,34.9097326461234,14.5896455277968,32.8426293702178,41.5564196293438,42.8865285331733,38.7442692497605,0.0,39.4235511194463,33.9378238341969,30.0,33.879781420765,33.9901477832512,37.8048780487805,35.7575757575758,20.6896551724138,34.9282296650718,37.9518072289157,35.625,39.1304347826087,0.0,52.3809523809524,32.5419562585703,13.7248017893825,35.7058721649861,29.0706671223528,24.2442325100675,34.3084952984007,24.9609383002306,36.1897733677159,38.9369612359181,37.0218744495886,38.359953715539,0.0,54.4052106436718
"MK",," "," ",f,f,f,cf," ",f,cf,cdfg,cf," "," "," "," ",cf," ",f,cf," ",f,cf,cf,cdf," ",cdf," "," ",cf,f,f,cf," ",f,cdf,cdfg,cf," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",d," "," ",d," ",d,cd,cd,cd," ",bcdeghij
"RW","ÆäËû",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5785729456186,0.0,8.69898620523556,2.87958674038302,1.42655996508026,10.5677873431344,0.468880450921018,7.41725511229818,6.40646950981402,8.15708105367242,6.94837466137716,0.0,2.00087934720755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98670176769676,0.0,0.0,1.98670176769676,0.0,1.98670176769676,0.0,1.98670176769676,1.98670176769676,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71640284026091,0.0,4.15245585870922,1.32848996451947,1.49316439202205,3.2231713403131,1.25867944005028,3.5608075994137,4.30743229935934,5.35903606845163,5.54287184301075,0.0,18.6210268639672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457622670655718,0.0,0.0,0.959703210126695,0.0,0.527272526565486,0.0,0.701576073859883,0.843630715784022,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",c," "," "," "," "," "," ",cd,c," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RS","Mean",2.47490941004203,1.81775114098448,2.61548735363599,2.36651958249112,2.19493209552055,2.54131712283892,2.20818293731505,2.58386174945442,2.73238276002781,2.68774317913588,2.79407577900582,2.29836741878404,3.5485624122732,2.742778421002,2.15742506922169,2.90254794464564,2.61752677336368,2.64715667373501,2.84435548119902,2.2700636808659,2.83042070694889,3.02165628665482,3.00279661402468,3.11387449637081,5.49489743152834,3.78410275344568,2.49510427958573,2.59984148546082,2.89382898201479,2.10974584137471,2.16078782497347,2.52433022296199,1.92945034058834,2.67151266104666,2.83103834334006,2.96550359392006,3.04241651738806,0.0,4.455155071287,2.55958549222798,2.6,2.75956284153005,2.37931034482759,2.35365853658537,2.62121212121212,1.82758620689655,2.61722488038277,2.75301204819277,2.80625,2.86086956521739,2.0,3.19047619047619,2.464649914949,1.48264958654564,2.74021979012516,2.16230853096087,2.08051019445436,2.55640556774353,2.02848617242328,2.60266693510879,2.73884183301646,2.84086916897118,2.84703589121341,2.0,3.32563831193306
"MK",," "," ",d," "," ",d," ",d,cdf,cdf,cdf," ",abcdefghij," "," ",cf," "," ",cf," ",f,acdf,acdf,acdf,abcdefghij,abcdefghij," "," ",cdef," "," ",cdf," ",cdf,cdf,cdef,cdef," ",abcdefghij," "," ",cdf,f,f,cf," ",f,cdf,cdf,cdf," ",cdf," "," ",acdf," "," ",acd," ",acdf,acdf,acdef,acdef," ",abcdefghij
"TE"
"TB","C202O2"
"VT","(C202) SOA£º£¨Õë¶ÔC1Ñ¡ÔñµÄÆ·ÅÆÑ¯ÎÊ£©ÄúÊÇÍ¨¹ýÊ²Ã´ÇþµÀ¿´µ½»òÌýµ½¹ýÀ¶ÔÂÁÁ Blue MoonÆ·ÅÆµÄ¹ã¸æ»ò²úÆ·ÐÅÏ¢ÄØ£¿(¿É¶àÑ¡)"
"HT","Header B"
"BT","b15.À¶ÔÂÁÁ Blue Moon"
"CH",,"Aug","P12M Product¡¾Aug¡¿",,,,,,,,,,,,"Sep","P12M Product¡¾Sep¡¿",,,,,,,,,,,,"Nov","P12M Product¡¾Nov¡¿",,,,,,,,,,,,"Jan","P12M Product¡¾Jan¡¿",,,,,,,,,,,,"March","P12M Product¡¾March¡¿",,,,,,,,,,,
"CL",,"National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)","National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)","National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)","National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)","National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)"
"RU","Unweighted row",891.0,24.0,404.0,487.0,230.0,765.0,70.0,439.0,348.0,357.0,265.0,7.0,32.0,937.0,31.0,406.0,531.0,238.0,791.0,82.0,498.0,392.0,353.0,281.0,6.0,51.0,728.0,32.0,296.0,432.0,210.0,595.0,68.0,328.0,234.0,240.0,167.0,1.0,18.0,722.0,24.0,314.0,408.0,185.0,603.0,67.0,363.0,273.0,269.0,199.0,1.0,25.0,819.0,21.0,382.0,437.0,166.0,712.0,50.0,476.0,394.0,337.0,260.0,1.0,47.0
"RT","×ÜÌå",1010.0537885695,27.0364624436707,444.41195412746,565.641834442034,253.792840033485,861.564088995375,85.0176636023696,507.308096163998,393.971447867363,388.368245493687,293.593732370698,7.46030315803173,37.9455611535649,973.350357387695,30.6369392980058,405.560117549673,567.790239838022,254.627877531684,816.738814420921,88.5267309869938,510.382114306819,395.824356240952,350.633357932069,281.227170696605,6.98205310468401,52.0960012552768,834.852498173855,51.012117574513,357.525316301513,477.327181872343,231.581435775063,667.589320411539,68.7240757884517,368.308430274969,268.70541126883,270.480466741609,197.374298944047,1.38286393922258,25.0418545667549,722.0,24.0,314.0,408.0,185.0,603.0,67.0,363.0,273.0,269.0,199.0,1.0,25.0,866.350217148441,21.5151168971885,398.630117731581,467.720099416859,177.627754275107,751.988170029549,54.4459742114329,510.918996471075,421.969217233261,352.457735351657,275.853133203057,0.783189634456476,49.7364263865192
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","µçÊÓ»òÕßµçÊÓºÐ×Ó TVC ",819.340373857603,18.7454165300454,379.14294455376,440.197429303841,180.300784598265,699.070246304363,69.6476776828,436.896277236637,340.890507176952,334.273053638378,254.702117676777,6.33174636463705,25.4265526199301,743.983645051678,21.5863361188871,321.710937254224,422.272707797455,186.58721238348,619.032782191955,70.7406470865377,403.127961511708,308.63901660022,278.117510069661,228.625270279955,4.44078933113163,43.7044202311946,628.479327930098,41.8718683606533,270.713883018629,357.76544491147,173.4547451839,498.762827436283,48.6316766843685,272.206070708242,201.009479756743,198.935250902676,142.337672713005,1.38286393922258,21.4766346039636,514.0,17.0,232.0,282.0,123.0,430.0,48.0,271.0,206.0,200.0,151.0,1.0,19.0,602.123045997162,14.6674817239788,288.671068591092,313.451977406069,123.520884130165,518.857992487532,41.463544935402,356.455455480489,289.630841284461,254.549679592693,197.062205890646,0.783189634456476,33.9335507209678
"PV",,81.118489245806,69.3338359968531,85.3133992082085,77.8226436766412,71.0425024498235,81.1396685671419,81.9214204809772,86.1205016320893,86.5267036538441,86.0711599151099,86.7532544445411,84.8725075980367,67.0079762874752,76.4353389717144,70.4585269073931,79.3250922201,74.3712515942367,73.2783912713024,75.7932366212884,79.9087985039579,78.98551893011,77.9737304523881,79.318611243926,81.295583820598,63.6029154254422,83.8920822675768,75.2802835596498,82.0821999782531,75.7188010681534,74.9518272787472,74.9001078620038,74.7110255042453,70.7636677924457,73.907097512001,74.8066363113323,73.5488419179338,72.1156064768879,100.0,85.7629555619078,71.191135734072,70.8333333333333,73.8853503184713,69.1176470588235,66.4864864864865,71.3101160862355,71.6417910447761,74.6556473829201,75.4578754578755,74.3494423791822,75.8793969849246,100.0,76.0,69.501113300234,68.1729120695389,72.4157698454359,67.0169996536119,69.5391801997664,68.998158902838,76.1553917180075,69.7675087327995,68.6379075666925,72.221334378921,71.4373636443662,100.0,68.2267568989745
"MK",," "," ",cdel,d," ",dl,d,cdel,cdel,cdel,cdel," "," "," "," ",cd," "," "," "," ",cd," ",cd,cde," ",cd," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",d," "," "," "," ",cd,cd,d,cd," "," "," "," ",c," "," "," "," "," "," "," "," "," "," "
"RW","ÊÓÆµÍøÕ¾²å²¥¹ã¸æ£¨Èç°®ÆæÒÕ£©Ivideo/Pre-roll",306.600363121303,1.78624599403829,129.181411069677,177.418952051626,65.1960006447236,269.38097842069,23.5248666784803,161.289995177139,127.303262670175,116.933299247154,86.0249911555516,1.44640619960969,8.72384285521871,323.893998040442,5.94526242311404,149.710674146183,174.183323894259,80.1403207888946,288.554142578637,20.6985339366446,186.665624693191,159.63450336932,137.971280569724,117.410960360054,1.86884197296403,24.9184526179554,274.51673108948,6.37674036659149,120.121221172145,154.395509917336,68.7382141901823,235.08555001146,15.2570283306698,129.682132352264,106.680036074719,99.5177381746709,73.6896049084303,0.0,8.28465932606987,229.0,8.0,123.0,106.0,50.0,196.0,15.0,119.0,97.0,107.0,78.0,1.0,15.0,258.133357322926,5.67075102462129,132.508245445353,125.625111877573,45.6161180040571,228.298598042735,10.8516653247266,167.491024601499,144.404610559743,119.065403520329,99.4943690542525,0.0,22.7288661608963
"PV",,30.3548550177244,6.60680367396383,29.0679424506719,31.3659530198358,25.6886682209482,31.2665049369457,27.6705636001795,31.7933020183851,32.3128143826894,30.1088723406083,29.3006906042989,19.3880351638592,22.9904172978586,33.2761986043461,19.4055364515509,36.9145455057835,30.6774071960007,31.4735061870523,35.3300391121029,23.3811117906134,36.5737002650873,40.3296312751773,39.349159869853,41.7495080824605,26.7663672123932,47.8317951810772,32.8820638004863,12.5004423846492,33.5979623526415,32.3458449007053,29.6820917273128,35.2140968741891,22.2004125273862,35.2101993037322,39.7014840791538,36.7929482574209,37.3349546028382,0.0,33.0832499006221,31.7174515235457,33.3333333333333,39.171974522293,25.9803921568627,27.027027027027,32.5041459369818,22.3880597014925,32.7823691460055,35.5311355311355,39.7769516728625,39.1959798994975,100.0,60.0,29.7954975036034,26.3570542131813,33.2409016657839,26.859036426743,25.6807378949393,30.3593337158168,19.931070169827,32.7823051713406,34.2215983209785,33.7814698268811,36.067877097852,0.0,45.698631389924
"MK",," "," "," "," "," ",d," ",d,d," "," "," "," "," "," ",acf," "," ",acf," ",acf,acdef,acdf,acdef," ",acdef," "," ",af,af,a,af," ",af,acdf,af,af," "," "," "," ",cdefg," "," ",cf," ",cf,cdf,cdefg,cdef," "," "," "," ",cdf," "," ",f," ",cdf,cdf,cdf,cdef," ",cdefg
"RW","ÍøÕ¾¹ã¸æ£¨ËÑË÷£¬ÃÅ»§£¬BBS£©internet ",118.289419725123,0.0,46.0420526024443,72.2473671226787,25.7968624358135,103.901267114844,10.7140793650428,54.8936219317272,41.152313605972,43.0148236417318,31.7989872856544,0.646844284523514,3.05934939078085,203.14711188317,3.24811360259674,93.1247439580785,110.022367925091,53.1447376276088,167.900888533085,20.9819569733744,121.314967894032,92.6601241595493,83.3211713179077,74.8749958154997,3.34326601300569,17.7854649610469,131.678352565594,3.62123428559048,65.120968738344,66.5573838272501,33.4682355247705,112.084348580544,11.505001397497,66.716647010775,50.7438773113149,57.0319661507904,43.9850259835423,0.0,5.25245581104823,117.0,1.0,55.0,62.0,35.0,106.0,5.0,57.0,48.0,51.0,39.0,0.0,10.0,130.421861590615,2.51715261768483,74.2326442961707,56.1892172944447,19.4445284546087,118.952177249106,4.94720286090663,85.7770782875052,78.9487399579462,67.7101628155682,55.2297694828076,0.0,14.8908807174036
"PV",,11.7112000433811,0.0,10.3602192008632,12.7726350357282,10.1645351509562,12.0596097773757,12.6021804305901,10.8205688706339,10.4455066042823,11.0757828789663,10.8309489541501,8.67048256379667,8.06246975344422,20.8709135761127,10.6019520129028,22.9620073395586,19.3772911553531,20.8715314846058,20.5574763398662,23.7012671081879,23.7694395029491,23.4094043730709,23.7630474776591,26.6243818582795,47.8837093170031,34.1397891056857,15.772648803666,7.09877271866036,18.2143657439423,13.9437656925749,14.4520373201583,16.7894160606776,16.7408601214398,18.1143415481873,18.8845758898943,21.0854287697134,22.2850828192233,0.0,20.9747077519622,16.2049861495845,4.16666666666667,17.515923566879,15.1960784313725,18.9189189189189,17.5787728026534,7.46268656716418,15.702479338843,17.5824175824176,18.9591078066914,19.5979899497487,0.0,40.0,15.0541731287255,11.6994605686468,18.6219357229188,12.0134279806448,10.9467850527983,15.8183575207615,9.08644382355048,16.7887823470978,18.7095969880438,19.2108602037098,20.0214399747828,0.0,29.9395871381698
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",a," ",a,a,a,ac,a,a,ace," ",acde," "," ",a," "," ",a," ",a,a,acd,acd," "," "," "," ",f,f,f,f," ",f,f,f,f," "," "," "," ",cdf," "," ",cd," ",cdf,cdf,cdf,cdf," ",cdefg
"RW","»§Íâ¹ã¸æ£¨½»Í¨¹¤¾ß£¬ÍâÇ½ÆÁÄ»£©Outdoor  ",243.491097237785,0.235729784417972,120.815875244929,122.675221992856,44.9276745593669,212.148000892731,18.0807819435694,136.510362631831,107.195849939008,108.200405127969,88.097457112665,0.646844284523514,8.19711538168457,234.407633690616,8.61500567516806,100.11368752828,134.293946162337,57.4793108050521,193.598167223906,25.2867972557023,132.136319771067,101.72913938027,86.4261065324616,71.6598329782875,0.802002239453305,18.1453789045598,127.521365955357,8.75835930827817,65.2665825513675,62.2547834039897,34.8811593120863,104.381838738807,8.01011588335973,64.2816265226604,49.9004586143883,50.9182833402267,40.6933932507153,0.0,5.40785717131128,145.0,0.0,77.0,68.0,28.0,134.0,6.0,85.0,74.0,73.0,57.0,0.0,10.0,190.212392860727,0.833511263285393,98.0024465692381,92.2099462914891,33.1706639359442,167.93784178913,10.3554620461783,125.695434952987,106.027352734298,87.8643206494743,75.6638576544976,0.783189634456476,13.2132843691272
