"BE","QPS Tables 2.1"
"JH","Project Sheet1     "
"JF"," "
"TB","B0A1"
"VT","(B0) TOMA"
"HT","Header A"
"BT","b1.All Respondents"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,"REGION",,,,"University Student",,"City",,,,"Province",,,,,,,,,,,,,"North+4 total","North+4 China1+1","China1+/1","PURCHASE FORM  USAG",,,,,
"CL",,"Total","18-24 (a)","25-34 (b)","35-44 (c)","45+ (d)","Top4 (a)","A city (b)","B city (c)","C city (d)","China1+ (a)","China1 (b)","China2 (c)","China3 (d)","East (a)","South (b)","West (c)","North (d)","Yes (a)","No (b)","Beijing (a)","Shanghai (b)","Guangzhou (c)","Chengdu (d)","广西  (a)","四川省 (b)","陕西省 (c)","福建省 (d)","重庆市 (e)","湖北省 (f)","广东省 (g)","河北省 (h)","辽宁省 (i)","山东省 (j)","江苏省 (k)","浙江省 (l)","河南省 (m)","(a)","(a)","(a)","洗衣液 (a)","洗衣粉 (b)","洗衣皂 (c)","洗衣凝珠 (d)","衣物柔顺剂 (e)","消毒液（如滴露、威露士） (f)"
"MK",," "," ",a,ab,ab,bcd," "," "," "," ",ad,ad," ",cd,cd," "," "," "," ",c,cd," "," "," ",agijm,agijm,aefghijm," "," ",j,ajm," "," ",abcdefghijlm,aefghijm," "," "," "," "," "," "," ",abc,abc,abc
"RW","洁霸 Attack",33.0,9.0,7.0,11.0,6.0,12.0,9.0,8.0,4.0,3.0,8.0,14.0,8.0,8.0,18.0,1.0,6.0,4.0,5.0,1.0,8.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,6.0,1.0,3.0,1.0,6.0,2.0,0.0,6.0,1.0,11.0,29.0,16.0,16.0,3.0,14.0,7.0
"PV",,0.966325036603221,1.80722891566265,0.546021840873635,1.04463437796771,1.03092783505155,3.46820809248555,0.965665236051502,0.635930047694754,0.455062571103527,1.02389078498294,1.32450331125828,1.0844306738962,0.6519967400163,1.01137800252844,2.29007633587786,0.185185185185185,0.462249614791988,2.11640211640212,1.61812297734628,0.943396226415094,8.88888888888889,3.125,0.0,0.65359477124183,0.0,0.980392156862745,0.75187969924812,0.0,1.21212121212121,1.69014084507042,0.251889168765743,1.22950819672131,0.181488203266788,2.08333333333333,1.49253731343284,0.0,0.462249614791988,0.344827586206897,1.2263099219621,1.03349964362081,0.777076250607091,1.02367242482406,1.82926829268293,1.7283950617284,1.01302460202605
"MK",," ",b," "," "," ",bcd," "," "," "," "," "," "," ",c,acd," "," "," "," "," ",acd,d," "," "," "," "," "," "," ",behjm," ",bem," ",behjm," "," "," "," "," "," "," "," "," ",b," "
"RW","威露士Walch",129.0,18.0,46.0,46.0,19.0,26.0,33.0,52.0,18.0,13.0,36.0,49.0,31.0,36.0,40.0,13.0,40.0,8.0,10.0,5.0,9.0,9.0,3.0,5.0,7.0,3.0,5.0,1.0,2.0,23.0,11.0,7.0,17.0,13.0,8.0,13.0,40.0,15.0,49.0,120.0,55.0,61.0,25.0,48.0,71.0
"PV",,3.77745241581259,3.6144578313253,3.58814352574103,4.3684710351377,3.26460481099656,7.51445086705202,3.54077253218884,4.1335453100159,2.04778156996587,4.43686006825939,5.96026490066225,3.79550735863672,2.52648736756316,4.551201011378,5.08905852417303,2.40740740740741,3.08166409861325,4.23280423280423,3.23624595469256,4.71698113207547,10.0,9.375,5.76923076923077,3.26797385620915,2.92887029288703,2.94117647058824,3.7593984962406,0.952380952380952,1.21212121212121,6.47887323943662,2.77078085642317,2.86885245901639,3.08529945553539,4.51388888888889,5.97014925373134,3.68271954674221,3.08166409861325,5.17241379310345,5.46265328874025,4.27655024946543,2.67119961146187,3.90275111964171,15.2439024390244,5.92592592592593,10.2749638205499
"MK",," "," "," "," "," ",bcd,d,d," "," ",cd,d," ",cd,cd," "," "," "," "," "," "," "," "," "," "," "," "," "," ",abcefhijm," "," ",ef,ef,ef,ef," "," "," ",b," ",b,abce,abc,abce
"RW","白猫 Baimao",276.0,33.0,97.0,93.0,53.0,34.0,77.0,87.0,78.0,24.0,49.0,108.0,95.0,51.0,82.0,46.0,97.0,13.0,20.0,8.0,15.0,9.0,2.0,23.0,7.0,8.0,12.0,10.0,17.0,36.0,23.0,25.0,41.0,25.0,9.0,17.0,97.0,20.0,73.0,208.0,207.0,127.0,17.0,68.0,66.0
"PV",,8.08199121522694,6.62650602409639,7.56630265210608,8.83190883190883,9.10652920962199,9.82658959537572,8.2618025751073,6.91573926868045,8.87372013651877,8.19112627986348,8.11258278145695,8.36560805577072,7.74246128769356,6.44753476611884,10.4325699745547,8.51851851851852,7.47303543913713,6.87830687830688,6.47249190938511,7.54716981132075,16.6666666666667,9.375,3.84615384615385,15.0326797385621,2.92887029288703,7.84313725490196,9.02255639097744,9.52380952380952,10.3030303030303,10.1408450704225,5.79345088161209,10.2459016393443,7.44101633393829,8.68055555555556,6.71641791044776,4.81586402266289,7.47303543913713,6.89655172413793,8.13823857302118,7.41268709907341,10.0534239922292,8.12539987204095,10.3658536585366,8.39506172839506,9.55137481910275
"MK",," "," "," "," "," ",c," "," "," "," "," "," "," "," ",ad," "," "," "," "," ",ad," "," ",bchjklm," ",b,b,b,bhm,bhm,b,bhm,b,bm," "," "," "," "," "," ",ac," "," "," ",a
"RW","安利",13.0,0.0,0.0,7.0,6.0,1.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0,5.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,3.0,2.0,7.0,13.0,2.0,3.0,0.0,5.0,4.0
"PV",,0.380673499267936,0.0,0.0,0.664767331433998,1.03092783505155,0.289017341040462,0.429184549356223,0.397456279809221,0.341296928327645,1.02389078498294,0.662251655629139,0.309837335398916,0.162999185004075,0.632111251580278,0.254452926208651,0.555555555555556,0.231124807395994,0.0,0.0,0.943396226415094,0.0,0.0,0.0,0.0,0.836820083682008,0.980392156862745,0.0,0.0,0.606060606060606,0.28169014084507,0.251889168765743,0.0,0.181488203266788,1.04166666666667,0.746268656716418,0.28328611898017,0.231124807395994,0.689655172413793,0.780379041248606,0.463292943692088,0.0971345313258864,0.191938579654511,0.0,0.617283950617284,0.578871201157742
"MK",," "," "," ",ab,ab," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",adei," "," "," "," "," ",bd," ",d," ",bd,d
"RW","传化",5.0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,0.0,1.0,0.0
"PV",,0.146412884333821,0.0,0.078003120124805,0.379867046533713,0.0,0.0,0.214592274678112,0.0794912559618442,0.227531285551763,0.341296928327645,0.165562913907285,0.154918667699458,0.0814995925020375,0.632111251580278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73134328358209,0.0,0.0,0.0,0.222965440356745,0.106913756236636,0.194269062651773,0.191938579654511,0.0,0.123456790123457,0.0
"MK",," "," "," ",ad," "," "," "," "," "," "," "," "," ",bcd," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",abcdefghijkm," "," "," "," ",df,df,df," "," "," "
"RW","洛娃",65.0,8.0,25.0,21.0,11.0,6.0,17.0,25.0,17.0,9.0,8.0,15.0,33.0,9.0,0.0,6.0,50.0,3.0,5.0,6.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,22.0,9.0,13.0,2.0,2.0,5.0,50.0,13.0,17.0,60.0,38.0,32.0,2.0,16.0,21.0
"PV",,1.90336749633968,1.60642570281125,1.95007800312012,1.99430199430199,1.89003436426117,1.73410404624277,1.82403433476395,1.9872813990461,1.93401592718999,3.07167235494881,1.32450331125828,1.16189000774593,2.68948655256724,1.1378002528445,0.0,1.11111111111111,3.85208012326656,1.58730158730159,1.61812297734628,5.66037735849057,0.0,0.0,0.0,0.65359477124183,0.418410041841004,2.94117647058824,0.0,0.952380952380952,0.0,0.0,5.54156171284635,3.68852459016393,2.35934664246824,0.694444444444444,1.49253731343284,1.41643059490085,3.85208012326656,4.48275862068965,1.89520624303233,2.13827512473272,1.84555609519184,2.04734484964811,1.21951219512195,1.97530864197531,3.03907380607815
"MK",," "," "," "," "," "," "," "," "," ",c," "," ",bc,b," ",b,abc," "," ",bcd," "," "," "," "," ",dfg," "," "," "," ",abdefgjklm,abdefgkm,abdfgk," "," ",dfg," "," "," "," "," "," "," "," ",bd
"RW","绿伞",23.0,1.0,7.0,8.0,7.0,4.0,7.0,6.0,6.0,3.0,4.0,8.0,8.0,4.0,4.0,1.0,14.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,2.0,14.0,6.0,7.0,23.0,9.0,10.0,1.0,8.0,8.0
"PV",,0.673499267935578,0.200803212851406,0.546021840873635,0.759734093067426,1.20274914089347,1.15606936416185,0.751072961373391,0.476947535771065,0.68259385665529,1.02389078498294,0.662251655629139,0.619674670797831,0.6519967400163,0.505689001264222,0.508905852417303,0.185185185185185,1.07858243451464,0.0,0.323624595469256,1.88679245283019,1.11111111111111,1.04166666666667,0.0,0.0,0.418410041841004,0.0,0.75187969924812,0.0,0.606060606060606,0.28169014084507,0.755667506297229,2.04918032786885,0.725952813067151,0.347222222222222,0.746268656716418,0.56657223796034,1.07858243451464,2.06896551724138,0.780379041248606,0.819672131147541,0.437105390966489,0.639795265515035,0.609756097560976,0.987654320987654,1.15774240231548
"MK",," "," "," ",a,a," "," "," "," "," "," "," "," "," "," "," ",c," "," "," "," "," "," "," "," "," "," "," "," "," ",ace,acegk,ace," "," "," "," "," "," ",b," "," "," "," ",b
"RW","妈妈壹选",75.0,9.0,33.0,21.0,12.0,9.0,19.0,28.0,19.0,6.0,13.0,35.0,21.0,10.0,23.0,14.0,28.0,2.0,7.0,3.0,0.0,5.0,1.0,6.0,4.0,2.0,3.0,3.0,3.0,16.0,6.0,5.0,14.0,4.0,0.0,6.0,28.0,6.0,19.0,67.0,25.0,41.0,6.0,18.0,21.0
"PV",,2.19619326500732,1.80722891566265,2.57410296411856,1.99430199430199,2.06185567010309,2.60115606936416,2.03862660944206,2.22575516693164,2.16154721274175,2.04778156996587,2.1523178807947,2.71107668474051,1.71149144254279,1.26422250316056,2.92620865139949,2.59259259259259,2.15716486902928,1.05820105820106,2.26537216828479,2.83018867924528,0.0,5.20833333333333,1.92307692307692,3.92156862745098,1.67364016736402,1.96078431372549,2.25563909774436,2.85714285714286,1.81818181818182,4.50704225352113,1.51133501259446,2.04918032786885,2.54083484573503,1.38888888888889,0.0,1.69971671388102,2.15716486902928,2.06896551724138,2.11817168338907,2.38774055595153,1.21418164157358,2.62316058861164,3.65853658536585,2.22222222222222,3.03907380607815
"MK",," "," "," "," "," "," "," "," "," "," "," ",d," "," ",a,a," "," "," ",b," ",b," ",l,l," ",l,l,l,bfhiklm,l,l,l,l," ",l," "," "," ",b," ",b,b,b,b
"RW","爱护",4.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,3.0,0.0,1.0,3.0
"PV",,0.117130307467057,0.0,0.15600624024961,0.189933523266857,0.0,0.0,0.214592274678112,0.0794912559618442,0.113765642775882,0.0,0.0,0.154918667699458,0.162999185004075,0.0,0.254452926208651,0.0,0.154083204930663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.563380281690141,0.0,0.0,0.362976406533575,0.0,0.0,0.0,0.154083204930663,0.0,0.0,0.142551674982181,0.194269062651773,0.191938579654511,0.0,0.123456790123457,0.434153400868307
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",d,d,d," "," ",d
"RW","芭菲",19.0,6.0,6.0,7.0,0.0,3.0,3.0,9.0,4.0,3.0,7.0,5.0,4.0,0.0,17.0,2.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,9.0,6.0,0.0,6.0,5.0
"PV",,0.556368960468521,1.20481927710843,0.46801872074883,0.664767331433998,0.0,0.867052023121387,0.321888412017167,0.715421303656598,0.455062571103527,1.02389078498294,1.15894039735099,0.387296669248644,0.32599837000815,0.0,2.16284987277354,0.37037037037037,0.0,0.529100529100529,1.61812297734628,0.0,0.0,3.125,0.0,1.30718954248366,0.0,0.0,0.75187969924812,0.0,0.0,4.50704225352113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11482720178372,0.641482537419815,0.437105390966489,0.383877159309021,0.0,0.740740740740741,0.723589001447178
"MK",," ",d,d,d," "," "," "," "," "," ",cd," "," "," ",acd," "," "," "," "," "," ",abd," "," "," "," "," "," "," ",abcdefhijklm," "," "," "," "," "," "," "," "," ",d,d,d," ",d,d
"RW","贝亲",2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0
"PV",,0.0585651537335286,0.200803212851406,0.078003120124805,0.0,0.0,0.0,0.107296137339056,0.0,0.113765642775882,0.0,0.0,0.0774593338497289,0.0814995925020375,0.0,0.127226463104326,0.185185185185185,0.0,0.0,0.323624595469256,0.0,0.0,0.0,0.0,0.0,0.0,0.980392156862745,0.75187969924812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712758374910905,0.0485672656629432,0.0639795265515035,0.0,0.123456790123457,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","船牌",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","迪可浓",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","笛梵",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","芳草",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","斧头牌",3.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0
"PV",,0.0878477306002928,0.602409638554217,0.0,0.0,0.0,0.289017341040462,0.0,0.158982511923688,0.0,0.0,0.33112582781457,0.0774593338497289,0.0,0.0,0.127226463104326,0.185185185185185,0.0770416024653313,0.0,0.970873786407767,0.0,0.0,1.04166666666667,0.0,0.65359477124183,0.0,0.0,0.0,0.0,0.0,0.28169014084507,0.0,0.409836065573771,0.0,0.0,0.0,0.0,0.0770416024653313,0.0,0.222965440356745,0.0356379187455453,0.14570179698883,0.0,0.0,0.0,0.144717800289436
"MK",," ",bcd," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",a," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",cde," "," "," "," "
"RW","乖乖乐",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","添富好妈妈",15.0,2.0,6.0,6.0,1.0,0.0,4.0,8.0,3.0,2.0,1.0,5.0,7.0,5.0,1.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,4.0,1.0,3.0,14.0,7.0,4.0,0.0,4.0,2.0
"PV",,0.439238653001464,0.401606425702811,0.46801872074883,0.56980056980057,0.171821305841924,0.0,0.429184549356223,0.635930047694754,0.341296928327645,0.68259385665529,0.165562913907285,0.387296669248644,0.570497147514262,0.632111251580278,0.127226463104326,0.925925925925926,0.308166409861325,0.0,0.647249190938511,0.0,0.0,0.0,0.0,3.26797385620915,0.0,0.0,0.0,0.0,0.0,0.28169014084507,0.251889168765743,0.409836065573771,0.362976406533575,0.347222222222222,0.0,1.13314447592068,0.308166409861325,0.344827586206897,0.334448160535117,0.498930862437634,0.339970859640602,0.255918106206014,0.0,0.493827160493827,0.289435600578871
"MK",," "," "," "," "," "," ",a,a,a," "," "," "," "," "," ",b," "," "," "," "," "," "," ",bcdefghijkl," "," "," "," "," "," "," "," "," "," "," ",bcdefl," "," "," ",d,d,d," ",d," "
"RW","威猛先生",5.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,4.0,0.0,1.0,1.0,2.0,2.0
"PV",,0.146412884333821,0.200803212851406,0.15600624024961,0.0949667616334283,0.171821305841924,0.289017341040462,0.321888412017167,0.0,0.113765642775882,0.0,0.496688741721854,0.0,0.162999185004075,0.0,0.127226463104326,0.185185185185185,0.231124807395994,0.0,0.323624595469256,0.943396226415094,0.0,0.0,0.0,0.0,0.0,0.980392156862745,0.0,0.0,0.606060606060606,0.0,0.0,0.409836065573771,0.181488203266788,0.0,0.0,0.0,0.231124807395994,0.689655172413793,0.334448160535117,0.142551674982181,0.0,0.0639795265515035,0.609756097560976,0.246913580246914,0.289435600578871
"MK",," "," "," "," "," "," ",c," "," "," ",ac," "," "," "," "," ",a," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",b," "," "," "," "," "
"RW","好太太",116.0,19.0,37.0,33.0,27.0,5.0,36.0,36.0,39.0,8.0,16.0,38.0,54.0,36.0,10.0,15.0,55.0,7.0,12.0,1.0,3.0,0.0,1.0,4.0,2.0,8.0,1.0,2.0,3.0,4.0,21.0,7.0,26.0,3.0,3.0,28.0,55.0,10.0,24.0,104.0,50.0,45.0,1.0,23.0,17.0
"PV",,3.39677891654466,3.81526104417671,2.88611544461778,3.13390313390313,4.63917525773196,1.44508670520231,3.86266094420601,2.86168521462639,4.43686006825939,2.73037542662116,2.64900662251656,2.9434546862897,4.40097799511002,4.551201011378,1.27226463104326,2.77777777777778,4.23728813559322,3.7037037037037,3.88349514563107,0.943396226415094,3.33333333333333,0.0,1.92307692307692,2.61437908496732,0.836820083682008,7.84313725490196,0.75187969924812,1.9047619047619,1.81818181818182,1.12676056338028,5.2896725440806,2.86885245901639,4.71869328493648,1.04166666666667,2.23880597014925,7.93201133144476,4.23728813559322,3.44827586206897,2.67558528428094,3.70634354953671,2.42836328314716,2.87907869481766,0.609756097560976,2.83950617283951,2.46020260492041
"MK",," "," "," "," ",b," ",a,a,ac," "," "," ",bc,bc," ",b,b," "," "," ",c," "," "," "," ",abdefgikl," "," "," "," ",bdefgkl,b,bdefgk," "," ",abdefgijkl," "," "," ",bdf,d,d," ",d,d
"RW","全职好太太",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","惠氏",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","加菲猫",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","加佳",5.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,0.0,3.0,2.0
"PV",,0.146412884333821,0.0,0.0,0.189933523266857,0.515463917525773,0.0,0.536480686695279,0.0,0.0,0.341296928327645,0.0,0.232378001549187,0.0814995925020375,0.632111251580278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73611111111111,0.0,0.0,0.0,0.0,0.111482720178372,0.142551674982181,0.194269062651773,0.255918106206014,0.0,0.37037037037037,0.289435600578871
