"BE","QPS Tables 2.1"
"JH","Project Sheet1     "
"JF"," "
"TB","B0A1"
"VT","【TOMA】"
"HT","Total wave"
"BT","b1.All Respondents"
"CH",,"1st half","National",,,,,"1st half-North","North",,,,
"CL",,"(a)","Aug (a)","Sep (b)","Nov (c)","Jan (d)","March (e)","(a)","Aug (a)","Sep (b)","Nov (c)","Jan (d)","March (e)"
"MK",,b,b," "
"RS","B city",11.3029445125391,11.3514735599598,10.6745947027067
"MK",," "," "," "
"RS","C city",11.3618771646734,11.470604340479,11.025813570423
"MK",," "," "," "
"TE"
"TB","KP11A23"
"VT","【KPI By Breakout-汰渍 Tide TOMA】"
"HT","KPI By Breakout"
"BT","b1.All Respondents"
"CH",,"Wave",,
"CL",,"March (a)","1st half (b)","Jan (b)"
"RU","Unweighted row",2808.0,7944.0,2719.0
"RT","总体",2999.88072179584,9000.31794512493,2719.0
"PV",,100.0,100.0,100.0
"RW","REP",174.144202717213,501.991867489218,157.0
"PV",,5.80503756205893,5.57749037922738,5.77418168444281
"MK",," "," "," "
"RW","Liquid purchaser",51.6792681015693,146.071001621804,48.0
"PV",,4.77435208141094,3.60831615004566,4.14866032843561
"MK",," "," "," "
"RW","Powder purchaser",29.4857201405779,111.132156087729,38.0
"PV",,6.58520416708671,8.74161885175904,9.42928039702233
"MK",," "," "," "
"RW","China1+/1",69.4613536938651,151.682927405927,57.0
"PV",,7.51790521968773,5.48784964334831,6.91747572815534
"MK",,b," "," "
"RW","China1+",17.4920665088961,51.4200965875743,19.0
"PV",,5.50991566834785,5.46513267935591,6.52920962199313
"MK",," "," "," "
"RW","China1",51.969287184969,100.262830818353,38.0
"PV",,8.56899757274205,5.49957352749748,7.12945590994372
"MK",,b," "," "
"RW","China2",54.035154037257,205.312096533467,65.0
"PV",,4.48117147392928,5.68355141337905,5.97976080956762
"MK",," "," "," "
"RW","China3",50.6476949860906,144.996843549824,35.0
"PV",,5.82084745086681,5.52590061216923,4.33168316831683
"MK",," "," "," "
"RW","18-24",21.0847680916786,81.7178646213112,23.0
"PV",,3.70445971973484,4.70582132648365,4.39770554493308
"MK",," "," "," "
"RW","25-34",55.0464562879895,126.093692915838,41.0
"PV",,5.2413422594205,4.02522568192671,4.35244161358811
"MK",," "," "," "
"RW","35-44",71.5698777552534,221.175339265472,67.0
"PV",,7.45368832360804,7.67294848989517,7.8546307151231
"MK",," "," "," "
"RW","45+",26.4431005822912,73.0049706865965,26.0
"PV",,6.29180922097884,5.8466183774911,6.48379052369077
"MK",," "," "," "
"RW","East",44.7255067362877,122.494110190804,36.0
"PV",,6.05322609549768,5.28775418773951,4.93150684931507
"MK",," "," "," "
"RW","South",56.773705934072,152.346498703099,46.0
"PV",,6.87485098868018,5.66763488157389,7.04441041347626
"MK",," "," "," "
"RW","West",31.7101482845405,100.503838611682,34.0
"PV",,5.93142705713687,8.52154545999258,6.6147859922179
"MK",," ",a," "
"RW","North",40.9348417623125,126.647419983634,41.0
"PV",,4.54538437729254,4.49688139323214,4.98783454987835
"MK",," "," "," "
"RW","Top4",14.9680425386018,54.3200810917954,16.0
"PV",,4.98018966638118,6.84747495764727,5.83941605839416
"MK",," "," "," "
"RW","A city",46.6718807390867,114.297736765127,35.0
"PV",,7.42453409962872,5.98091693811684,5.95238095238095
"MK",," "," "," "
"RW","B city",73.6333287505587,165.471727157594,50.0
"PV",,6.45758070183695,4.75154447278579,4.86854917234664
"MK",,b," "," "
"RW","C city",38.8709506889656,167.902322474701,56.0
"PV",,4.17764950868858,5.96772087588577,6.74698795180723
"MK",," ",a,a
"TE"
"TB","KP12A23"
"VT","【KPI By Breakout-汰渍 Tide UBA】"
"HT","KPI By Breakout"
"BT","b1.All Respondents"
"CH",,"Wave",,
"CL",,"March (a)","1st half (b)","Jan (b)"
"RU","Unweighted row",2808.0,7944.0,2719.0
"RT","总体",2999.88072179584,9000.31794512493,2719.0
"PV",,100.0,100.0,100.0
"RW","REP",986.160615179383,2693.85121463554,879.0
"PV",,32.8733275298037,29.9306227964389,32.3280617874218
"MK",,b," ",b
"RW","Liquid purchaser",290.062990479079,992.355425955031,294.0
"PV",,26.797261130175,24.5136411081094,25.4105445116681
"MK",," "," "," "
"RW","Powder purchaser",146.728601389515,461.327811917922,145.0
"PV",,32.7696862309737,36.2878939765999,35.9801488833747
"MK",," "," "," "
"RW","China1+/1",310.985788400307,821.334289769385,275.0
"PV",,33.6584526147791,29.7156652120661,33.373786407767
"MK",,b," ",b
"RW","China1+",95.3490097777052,265.019812091707,84.0
"PV",,30.034473209237,28.167361243136,28.8659793814433
"MK",," "," "," "
"RW","China1",215.636778622602,556.314477677678,191.0
"PV",,35.5554430838032,30.5147216513631,35.8348968105066
"MK",,b," ",b
"RW","China2",416.788233906749,1119.60028800399,355.0
"PV",,34.5645270699981,30.9933311614077,32.6586936522539
"MK",,b," "," "
"RW","China3",258.386592872325,752.916636862167,249.0
"PV",,29.6959010843847,28.6940212123956,30.8168316831683
"MK",," "," "," "
"RW","18-24",144.291709448741,466.448988296648,154.0
"PV",,25.3511361007333,26.8610249058153,29.4455066921606
"MK",," "," "," "
"RW","25-34",332.718789715436,927.838835922428,304.0
"PV",,31.6803872698932,29.6189335459999,32.2717622080679
"MK",," "," "," "
"RW","35-44",375.157011156448,942.764327418009,295.0
"PV",,39.0709544473304,32.7060971011171,34.5838218053927
"MK",,bb," "," "
"RW","45+",133.993104858756,356.799062998451,126.0
"PV",,31.8820045355232,28.5743277365817,31.4214463840399
"MK",," "," "," "
"RW","East",240.329895056347,647.802549198409,233.0
"PV",,32.526656452681,27.9639619979816,31.9178082191781
"MK",,b," ",b
"RW","South",263.205292802363,818.407426164878,231.0
"PV",,31.8720988471221,30.4466102953296,35.375191424196
"MK",," "," ",b
"RW","West",177.768800749152,393.557966707287,166.0
"PV",,33.2518998402904,33.3690946611126,32.295719844358
"MK",," "," "," "
"RW","North",304.856626571518,834.083272564964,249.0
"PV",,33.8511275010729,29.6158701794972,30.2919708029197
"MK",,b," "," "
"RW","Top4",97.7544922469173,266.268477195376,87.0
"PV",,32.5250219509273,33.5652431469142,31.7518248175182
"MK",," "," "," "
"RW","A city",221.780602080153,605.670766211123,185.0
"PV",,35.2807218544608,31.693248239886,31.4625850340136
"MK",," "," "," "
"RW","B city",387.291794002367,994.248266117062,338.0
"PV",,33.9651630228726,28.5499821304582,32.9113924050633
"MK",,b," ",b
"RW","C city",279.333726849944,827.663705111976,269.0
"PV",,30.0213497753757,29.4174964253632,32.4096385542169
"MK",," "," "," "
"TE"
"TB","231"
"VT","【KPI By Breakout-碧浪 Ariel Equity】"
"HT","KPI By Breakout"
"BT","Base.主品牌"
"CH",,"Wave",,
"CL",,"March (a)","1st half (b)","Jan (b)"
"RU","Unweighted row",1415.0,3748.0,1319.0
"RT","总体",1498.75518382705,4495.58954377758,1319.0
"PV",,100.0,100.0,100.0
"RS","REP",9.31498907365714,8.75385439881886,9.20981989936531
"MK",,b," "," "
"RS","Liquid purchaser",9.24979006081701,8.92871172676812,9.19138759518212
"MK",," "," "," "
"RS","Powder purchaser",9.80529512779544,8.15266236595383,9.07708935659292
"MK",,b," "," "
"RS","China1+/1",8.97103689519411,8.3811472872895,9.28166128963768
"MK",," "," "," "
"RS","China1+",8.68092648266485,8.70704847164554,9.18462950458599
"MK",," "," "," "
"RS","China1",9.12293280980443,8.21561567720382,9.33638721640685
"MK",," "," "," "
"RS","China2",10.0483382762789,9.06814056004743,9.28875561346837
"MK",,b," "," "
"RS","China3",8.66034718731286,8.71357735492338,9.03603160777222
"MK",," "," "," "
"RS","18-24",8.34762661786707,7.07270140676866,6.70759543603742
"MK",,bb," "," "
"RS","25-34",9.11686761462992,8.40709198051261,9.19015909149037
"MK",," "," "," "
"RS","35-44",9.5826092639955,9.99079855577822,10.3479863183906
"MK",," "," "," "
"RS","45+",10.5136106857604,9.14130383305336,10.1319077055229
"MK",," "," "," "
"RS","East",7.66220678053485,7.1517118064657,7.73096648068888
"MK",," "," "," "
"RS","South",7.96453653860199,8.0489641307095,7.81247861363364
"MK",," "," "," "
"RS","West",7.51187679469915,7.55383921466736,8.08406464888915
"MK",," "," "," "
"RS","North",12.970910046999,11.2760484974838,12.3343884282475
"MK",,b," ",b
"RS","Top4",10.0782970711112,10.2311660440928,8.09629284676128
"MK",," ",b," "
"RS","A city",8.77166378024586,8.21565068004357,8.16463024383677
"MK",," "," "," "
"RS","B city",9.66408397753731,8.72559500159216,9.52669313772759
"MK",,b," "," "
"RS","C city",9.00733970130614,8.73816360321464,9.96650204781224
"MK",," "," ",b
"TE"
"TB","KP21A23"
"VT","【KPI By Breakout-碧浪 Ariel TOMA】"
"HT","KPI By Breakout"
"BT","b1.All Respondents"
"CH",,"Wave",,
"CL",,"March (a)","1st half (b)","Jan (b)"
"RU","Unweighted row",2808.0,7944.0,2719.0
"RT","总体",2999.88072179584,9000.31794512493,2719.0
"PV",,100.0,100.0,100.0
"RW","REP",168.033262568983,400.652992953593,135.0
"PV",,5.60133145788516,4.45154266100798,4.96506068407503
"MK",,b," "," "
"RW","Liquid purchaser",41.386269229756,191.77961376972,48.0
"PV",,3.82344077030222,4.73743227561671,4.14866032843561
"MK",," "," "," "
"RW","Powder purchaser",32.049113098801,49.9741330743955,20.0
"PV",,7.1577004775004,3.9309488735069,4.96277915632754
"MK",,b," "," "
"RW","China1+/1",45.0946626405627,142.437324404536,44.0
"PV",,4.88066214689228,5.1533460838413,5.33980582524272
"MK",," "," "," "
"RW","China1+",9.88011883699738,59.8371108439907,13.0
"PV",,3.11218926348264,6.35972648076977,4.46735395189003
"MK",," ",a," "
"RW","China1",35.2145438035653,82.6002135605449,31.0
"PV",,5.80637828077129,4.5307512679969,5.81613508442777
"MK",," "," "," "
"RW","China2",87.0242167745745,164.759281185109,54.0
"PV",,7.21697651647996,4.56094824054511,4.96780128794848
"MK",,bb," "," "
"RW","China3",35.9143831538454,93.4563873639474,37.0
"PV",,4.12757472354719,3.56166862327666,4.57920792079208
"MK",," "," "," "
"RW","18-24",15.7710252983896,38.034495635665,20.0
"PV",,2.77086888993865,2.19026208692297,3.82409177820268
"MK",," "," ",b
"RW","25-34",65.6211842549613,123.648175909987,44.0
"PV",,6.24823302610657,3.94715866977162,4.67091295116773
"MK",,b," "," "
"RW","35-44",56.522023288658,176.100104619475,47.0
"PV",,5.8865203941535,6.10921197769051,5.50996483001172
"MK",," "," "," "
"RW","45+",30.1190297269736,62.8702167884648,24.0
"PV",,7.16645116458158,5.03497448756285,5.98503740648379
"MK",," "," "," "
"RW","East",20.6139526955228,69.5232203032576,29.0
"PV",,2.7899273925197,3.0011377586323,3.97260273972603
"MK",," "," "," "
"RW","South",22.0457586091324,79.6446404924787,17.0
"PV",,2.66956864760947,2.96296105541153,2.60336906584992
"MK",," "," "," "
"RW","West",16.7306676167439,22.481529919498,12.0
"PV",,3.12949449795852,1.90616977287192,2.33463035019455
"MK",," "," "," "
"RW","North",108.642883647584,229.003602238358,77.0
"PV",,12.0636515197278,8.13125161193085,9.36739659367397
"MK",,bb," "," "
"RW","Top4",21.1361836619907,55.1725356818516,12.0
"PV",,7.03246287473563,6.95493358695376,4.37956204379562
"MK",," ",b," "
"RW","A city",31.9438395983955,84.8334382241814,21.0
"PV",,5.08160636802309,4.43912331034451,3.57142857142857
"MK",," "," "," "
"RW","B city",53.909906305338,133.030615187681,57.0
"PV",,4.72785322220745,3.81999327114238,5.55014605647517
"MK",," "," ",b
"RW","C city",61.0433330032584,127.616403859878,45.0
"PV",,6.56062292302432,4.53584599781111,5.42168674698795
"MK",,b," "," "
"TE"
"TB","KP22A23"
"VT","【KPI By Breakout-碧浪 Ariel UBA】"
"HT","KPI By Breakout"
"BT","b1.All Respondents"
"CH",,"Wave",,
"CL",,"March (a)","1st half (b)","Jan (b)"
"RU","Unweighted row",2808.0,7944.0,2719.0
"RT","总体",2999.88072179584,9000.31794512493,2719.0
"PV",,100.0,100.0,100.0
"RW","REP",615.974693789321,1530.98872819962,502.0
"PV",,20.5333061849398,17.0103849389997,18.4626700993012
"MK",,bb," ",b
"RW","Liquid purchaser",178.753310972101,664.529755413992,193.0
"PV",,16.5139963016007,16.4155336926797,16.6810717372515
"MK",," "," "," "
"RW","Powder purchaser",99.9662886740413,220.511717871969,60.0
"PV",,22.3260078982622,17.3453792119509,14.8883374689826
"MK",,bb," "," "
"RW","China1+/1",208.076412933766,451.333689049509,167.0
"PV",,22.5204184442322,16.3291378063464,20.2669902912621
"MK",,b," ",b
"RW","China1+",54.7549011481973,171.022997773904,44.0
"PV",,17.2475269060894,18.1770054138995,15.1202749140893
"MK",," "," "," "
"RW","China1",153.321511785569,280.310691275604,123.0
"PV",,25.2805403634567,15.3754810694179,23.0769230769231
"MK",,b," ",b
"RW","China2",265.000865211065,676.313971191129,216.0
"PV",,21.9766990380303,18.7220592052391,19.8712051517939
"MK",,b," "," "
"RW","China3",142.89741564449,403.341067958978,119.0
"PV",,16.4229400334628,15.3715253365612,14.7277227722772
"MK",," "," "," "
"RW","18-24",67.3696441334087,189.570787501209,75.0
"PV",,11.8364182114755,10.9166613547173,14.34034416826
"MK",," "," ",b
"RW","25-34",227.255441491355,524.072926695362,176.0
"PV",,21.6385146200917,16.7297170457579,18.6836518046709
"MK",,b," "," "
"RW","35-44",245.637886557359,589.278481770363,181.0
"PV",,25.5821066668505,20.4430722332952,21.2192262602579
"MK",,bb," "," "
"RW","45+",75.7117216071989,228.066532232683,70.0
"PV",,18.0146691444866,18.2647560310175,17.4563591022444
"MK",," "," "," "
"RW","East",115.41241091478,229.880738403674,104.0
"PV",,15.6201118438493,9.92335741923644,14.2465753424658
"MK",,b," ",b
"RW","South",104.800906403282,346.948952410679,92.0
"PV",,12.6905686910389,12.9072870170812,14.0888208269525
"MK",," "," "," "
"RW","West",67.4390166635411,147.519487786811,64.0
"PV",,12.6145612614447,12.5079204811986,12.4513618677043
"MK",," "," "," "
"RW","North",328.322359807717,806.639549598451,242.0
"PV",,36.4567507955968,28.6414234265742,29.4403892944039
"MK",,bb," "," "
"RW","Top4",70.0658782898411,176.288753788719,51.0
"PV",,23.3124245956067,22.2225888220448,18.6131386861314
"MK",," "," "," "
"RW","A city",120.513260002926,302.850510421661,85.0
"PV",,19.1711753239849,15.8474156948565,14.4557823129252
"MK",,bb," "," "
"RW","B city",217.959880254624,562.690517717375,194.0
"PV",,19.1148972943353,16.1577392420797,18.889970788705
"MK",,b," ",b
"RW","C city",207.43567524193,489.158946271861,172.0
"PV",,22.2941176225189,17.3860850300788,20.7228915662651
"MK",,b," ",b
"TE"
"TB","ES701"
"VT","【Equity Score Breakout-汰渍 Tide】"
"HT","Rolling wave"
"BT","Base.主品牌"
"CH",,"Rolling wave",
"CL",,"Jan (a)","March (b)"
"RU","Unweighted row",1319.0,1415.0
"RT","总体",1319.0,1498.75518382705
"PV",,100.0,100.0
"RS","National",10.8066533558853,11.4669884974734
"MK",," "," "
"RS","Liquid purchaser",9.89575268325737,11.0369905506504
"MK",," ",a
"RS","Powder purchaser",14.3074913137961,12.7036711355208
"MK",," "," "
"RS","China1+/1",10.8472176640921,11.3721536342573
"MK",," "," "
"RS","China1+",11.6170959203863,11.8225176980257
"MK",," "," "
"RS","China1",10.4130063275421,11.1363521655084
"MK",," "," "
"RS","China2",10.3443116248868,10.6946143770404
"MK",," "," "
"RS","China3",11.3747168165519,12.6432465466569
"MK",," "," "
"RS","18-24",10.3453735603797,10.2477587727444
"MK",," "," "
"RS","25-34",10.1192677895519,10.9806054366971
"MK",," "," "
"RS","35-44",11.4679948502257,12.0354370141313
"MK",," "," "
"RS","45+",11.6036567547375,13.0425388406214
"MK",," "," "
"RS","East",10.3157437858221,11.678366461251
"MK",," "," "
"RS","South",11.7910907223331,11.8499714753121
"MK",," "," "
"RS","West",10.712658596101,11.2248812721526
"MK",," "," "
"RS","North",10.5150360398154,11.0816949573933
"MK",," "," "
"RS","Top4",12.3144698369228,11.6314041268504
"MK",," "," "
"RS","A city",10.046565532441,11.8402344232274
"MK",," ",a
"RS","B city",10.6745947027067,11.3029445125391
"MK",," "," "
"RS","C city",11.025813570423,11.3618771646734
"MK",," "," "
"TE"
"TB","ES101"
"VT","【Equity Score Breakout-碧浪 Ariel】"
"HT","Rolling wave"
"BT","Base.主品牌"
"CH",,"Rolling wave",
"CL",,"Jan (a)","March (b)"
"RU","Unweighted row",1319.0,1415.0
"RT","总体",1319.0,1498.75518382705
"PV",,100.0,100.0
"RS","National",9.20981989936531,9.31498907365714
"MK",," "," "
"RS","Liquid purchaser",9.19138759518212,9.24979006081701
"MK",," "," "
"RS","Powder purchaser",9.07708935659292,9.80529512779544
"MK",," "," "
"RS","China1+/1",9.28166128963768,8.97103689519411
"MK",," "," "
"RS","China1+",9.18462950458599,8.68092648266485
"MK",," "," "
"RS","China1",9.33638721640685,9.12293280980443
"MK",," "," "
"RS","China2",9.28875561346837,10.0483382762789
"MK",," "," "
"RS","China3",9.03603160777222,8.66034718731286
"MK",," "," "
"RS","18-24",6.70759543603742,8.34762661786707
"MK",," ",a
"RS","25-34",9.19015909149037,9.11686761462992
"MK",," "," "
"RS","35-44",10.3479863183906,9.5826092639955
"MK",," "," "
"RS","45+",10.1319077055229,10.5136106857604
"MK",," "," "
"RS","East",7.73096648068888,7.66220678053485
"MK",," "," "
"RS","South",7.81247861363364,7.96453653860199
"MK",," "," "
"RS","West",8.08406464888915,7.51187679469915
"MK",," "," "
"RS","North",12.3343884282475,12.970910046999
"MK",," "," "
"RS","Top4",8.09629284676128,10.0782970711112
"MK",," "," "
"RS","A city",8.16463024383677,8.77166378024586
"MK",," "," "
"RS","B city",9.52669313772759,9.66408397753731
"MK",," "," "
"RS","C city",9.96650204781224,9.00733970130614
"MK",," "," "
"TE"
"TB","ES201"
"VT","【Equity Score Breakout-蓝月亮 Blue Moon】"
"HT","Rolling wave"
"BT","Base.主品牌"
"CH",,"Rolling wave",
"CL",,"Jan (a)","March (b)"
"RU","Unweighted row",1319.0,1415.0
"RT","总体",1319.0,1498.75518382705
"PV",,100.0,100.0
"RS","National",16.8432323231363,16.8797946087746
"MK",," "," "
"RS","Liquid purchaser",19.1835464837559,18.8684154544318
"MK",," "," "
"RS","Powder purchaser",12.7389953581711,11.8108081186957
"MK",," "," "
"RS","China1+/1",17.2091311912666,16.8507802391468
"MK",," "," "
"RS","China1+",15.5527328832628,16.0157817326146
"MK",," "," "
"RS","China1",18.1433398369808,17.287968483244
"MK",," "," "
"RS","China2",17.3174530129799,17.8773781699167
"MK",," "," "
"RS","China3",15.8632304254143,15.5219040163097
"MK",," "," "
"RS","18-24",19.6560380126899,19.5296615987693
"MK",," "," "
"RS","25-34",15.4118746849588,16.2840637100667
"MK",," "," "
"RS","35-44",16.2380211746929,16.7894479673397
"MK",," "," "
"RS","45+",17.7149107816677,14.9765419250212
"MK",,b," "
"RS","East",16.5695637507213,15.6148589645179
"MK",," "," "
"RS","South",17.7727783415753,16.9620347006221
"MK",," "," "
"RS","West",17.0008975982113,18.0844896042168
"MK",," "," "
"RS","North",16.2461163299164,17.1233837795014
"MK",," "," "
"RS","Top4",17.741614609189,18.2981546732051
"MK",," "," "
"RS","A city",17.2561298417044,17.9040511022511
"MK",," "," "
"RS","B city",16.9619095793469,16.1209357424627
"MK",," "," "
"RS","C city",16.0843425791608,16.6571283459326
"MK",," "," "
"TE"
"TB","ES501"
"VT","【Equity Score Breakout-立白 Liby】"
"HT","Rolling wave"
"BT","Base.主品牌"
"CH",,"Rolling wave",
"CL",,"Jan (a)","March (b)"
"RU","Unweighted row",1319.0,1415.0
"RT","总体",1319.0,1498.75518382705
"PV",,100.0,100.0
"RS","National",13.6136933113489,13.447824055448
"MK",," "," "
"RS","Liquid purchaser",12.5644818039862,11.9108995419194
"MK",," "," "
"RS","Powder purchaser",16.741463104519,17.2681331469389
"MK",," "," "
"RS","China1+/1",13.1204174166711,13.4313694940918
"MK",," "," "
"RS","China1+",13.1735340117777,14.9500184912854
"MK",," "," "
"RS","China1",13.090459657031,12.6362357503917
"MK",," "," "
"RS","China2",12.7749158052305,12.9676867742907
"MK",," "," "
"RS","China3",15.1970015920059,14.1337722214667
"MK",," "," "
"RS","18-24",15.5931005831509,16.8028899187048
"MK",," "," "
"RS","25-34",14.2411373106017,13.3495379693936
"MK",," "," "
"RS","35-44",12.9961412089033,12.121720790333
"MK",," "," "
"RS","45+",10.939217412603,12.1586091938865
"MK",," "," "
"RS","East",13.4380060964573,12.4990079302548
"MK",," "," "
"RS","South",14.9520902173386,14.1758100882131
"MK",," "," "
"RS","West",14.8183083984456,15.7997141637483
"MK",," "," "
"RS","North",11.9506813165244,12.1610589298115
"MK",," "," "
"RS","Top4",12.2700263197528,11.1832311736231
"MK",," "," "
"RS","A city",13.327578267985,13.3702067143887
"MK",," "," "
"RS","B city",14.1606553569042,13.626476764259
"MK",," "," "
"RS","C city",13.5970846928465,14.0152374771485
"MK",," "," "
"TE"
"TB","ES801"
"VT","【Equity Score Breakout-好爸爸 Kispa】"
"HT","Rolling wave"
"BT","Base.主品牌"
"CH",,"Rolling wave",
"CL",,"Jan (a)","March (b)"
"RU","Unweighted row",1319.0,1415.0
"RT","总体",1319.0,1498.75518382705
"PV",,100.0,100.0
"RS","National",6.6222379880246,6.17135489073454
"MK",," "," "
"RS","Liquid purchaser",6.3559769926654,5.29966953466873
"MK",,b," "
"RS","Powder purchaser",5.24159511185873,5.30396480704856
"MK",," "," "
"RS","China1+/1",6.66650401170609,6.23541776036684
"MK",," "," "
"RS","China1+",7.63071309661741,5.65427379734048
"MK",," "," "
"RS","China1",6.12269008781611,6.53969292586185
"MK",," "," "
"RS","China2",5.83849553162419,5.96509158723689
"MK",," "," "
"RS","China3",7.60908152733522,6.39028115550662
"MK",," "," "
"RS","18-24",6.99576271699418,6.6810999068677
"MK",," "," "
"RS","25-34",8.08971322535104,8.13964336828286
"MK",," "," "
"RS","35-44",5.69372388623479,5.2458117296389
"MK",," "," "
"RS","45+",4.72149121112381,2.67045860373089
"MK",,b," "
"RS","East",5.94511648279028,6.61028719481404
"MK",," "," "
"RS","South",6.46650979061003,5.7961220909358
"MK",," "," "
"RS","West",7.10012273221513,6.99635177197582
"MK",," "," "
"RS","North",7.04718073695219,5.67891752470718
"MK",,b," "
"RS","Top4",4.74981142363613,4.23652065378715
"MK",," "," "
"RS","A city",7.31467317908738,6.15542057122596
"MK",," "," "
"RS","B city",7.48568164651656,6.44283753470786
"MK",," "," "
"RS","C city",5.66245163070662,6.47588102393755
"MK",," "," "
"TE"
"TB","ES401"
"VT","【Equity Score Breakout-雕牌 Diaopai】"
"HT","Rolling wave"
"BT","Base.主品牌"
"CH",,"Rolling wave",
"CL",,"Jan (a)","March (b)"
"RU","Unweighted row",1319.0,1415.0
"RT","总体",1319.0,1498.75518382705
"PV",,100.0,100.0
"RS","National",10.1795995792957,10.5447597645451
"MK",," "," "
"RS","Liquid purchaser",9.6257829225893,10.7614102635098
"MK",," ",a
"RS","Powder purchaser",12.3338673551595,12.4067672993589
"MK",," "," "
"RS","China1+/1",9.63080719803834,9.45597093075336
"MK",," "," "
"RS","China1+",9.45023195900901,8.93676689558011
"MK",," "," "
"RS","China1",9.73265163285089,9.72781560914476
"MK",," "," "
"RS","China2",10.4732872087849,10.5551022652782
"MK",," "," "
"RS","China3",10.3287378344847,11.6898701202313
"MK",," "," "
"RS","18-24",10.0957453332627,10.9968645496101
"MK",," "," "
"RS","25-34",10.1763753347337,9.99696009994913
"MK",," "," "
"RS","35-44",9.8054086605423,10.0221490678669
"MK",," "," "
"RS","45+",11.047056004782,12.4893464791702
"MK",," "," "
"RS","East",10.6699660406412,11.3250893680653
"MK",," "," "
"RS","South",9.67686133066451,10.0579831158036
"MK",," "," "
"RS","West",10.9054289767515,10.8519456358416
"MK",," "," "
"RS","North",9.69348399594552,10.1827298704997
"MK",," "," "
"RS","Top4",8.26835479952673,8.89688598745622
"MK",," "," "
"RS","A city",10.6203912212072,10.8284343583906
"MK",," "," "
"RS","B city",10.0627558725711,10.7925330153679
"MK",," "," "
"RS","C city",10.6451341565577,10.5819654125037
"MK",," "," "
"TE"
"TB","ES301"
"VT","【Equity Score Breakout-超能 Chaoneng】"
"HT","Rolling wave"
"BT","Base.主品牌"
"CH",,"Rolling wave",
"CL",,"Jan (a)","March (b)"
"RU","Unweighted row",1319.0,1415.0
"RT","总体",1319.0,1498.75518382705
"PV",,100.0,100.0
"RS","National",12.6828371085294,12.5846042023901
"MK",," "," "
"RS","Liquid purchaser",12.4270976962274,12.3942909911574
"MK",," "," "
"RS","Powder purchaser",12.0164435272549,13.3290410809364
"MK",," "," "
"RS","China1+/1",12.9766650028329,12.4301499022076
"MK",," "," "
"RS","China1+",12.7000825440599,11.3458054918128
"MK",," "," "
"RS","China1",13.1326575095809,12.9978905928418
"MK",," "," "
"RS","China2",12.1187765489877,12.5902201024047
"MK",," "," "
"RS","China3",13.1376331389679,12.7412725448207
"MK",," "," "
"RS","18-24",12.2149130137043,11.5106144268794
"MK",," "," "
"RS","25-34",13.9003107198409,14.1409845476145
"MK",," "," "
"RS","35-44",12.7545268276109,12.1677139489109
"MK",," "," "
"RS","45+",10.3951036088941,11.1041767285997
"MK",," "," "
"RS","East",12.6043660286145,13.6235275129282
"MK",," "," "
"RS","South",12.3794974841203,10.8291988783723
"MK",,b," "
"RS","West",12.6050564753628,12.3046595152215
"MK",," "," "
"RS","North",13.0425605908114,13.5358455056753
"MK",," "," "
"RS","Top4",8.63043722777926,9.83522707800152
"MK",," "," "
"RS","A city",11.8381907172146,11.7115353897825
"MK",," "," "
"RS","B city",12.6991180714647,12.7637390187595
"MK",," "," "
"RS","C city",14.660838488363,13.8486705336032
"MK",," "," "
"TE"
"TB","ES601"
"VT","【Equity Score Breakout-奥妙 Omo】"
"HT","Rolling wave"
"BT","Base.主品牌"
"CH",,"Rolling wave",
"CL",,"Jan (a)","March (b)"
"RU","Unweighted row",1319.0,1415.0
"RT","总体",1319.0,1498.75518382705
"PV",,100.0,100.0
"RS","National",9.16366643947283,8.79438377477993
"MK",," "," "
"RS","Liquid purchaser",8.57006509584979,7.97136879362718
"MK",," "," "
"RS","Powder purchaser",8.85225167073354,8.24247267255153
"MK",," "," "
"RS","China1+/1",8.54073068789138,9.24589597688781
"MK",," "," "
"RS","China1+",8.45558682221624,9.73557048194931
"MK",," "," "
"RS","China1",8.58875182813216,8.98951236018399
"MK",," "," "
"RS","China2",10.3702439236047,8.8793566282592
"MK",,b," "
"RS","China3",8.18536605226791,8.1952493337038
"MK",," "," "
"RS","18-24",9.33328229001672,6.81856448578743
"MK",,b," "
"RS","25-34",8.91327019341235,8.15659493818268
"MK",," "," "
"RS","35-44",8.88321580270395,9.9748575157702
"MK",," "," "
"RS","45+",10.0765458807458,10.381550325
"MK",," "," "
"RS","East",11.9325834736649,9.96466292766657
"MK",,b," "
"RS","South",8.31518406382064,9.75445302535586
"MK",," ",a
"RS","West",8.8301785598095,8.19966065128726
"MK",," "," "
"RS","North",7.59832349316645,7.3011934078021
"MK",," "," "
"RS","Top4",11.9858704671702,12.1540627211869
"MK",," "," "
"RS","A city",10.5656595719947,8.55493947501226
"MK",,b," "
"RS","B city",8.42460095612035,8.79813959557519
"MK",," "," "
"RS","C city",8.09163637277226,7.86298199323211
"MK",," "," "
"TE"
"TB","ES901"
"VT","【Equity Score Breakout-洁霸 Attack】"
"HT","Rolling wave"
"BT","Base.主品牌"
"CH",,"Rolling wave",
"CL",,"Jan (a)","March (b)"
"RU","Unweighted row",1319.0,1415.0
"RT","总体",1319.0,1498.75518382705
"PV",,100.0,100.0
"RS","National",1.76131127780733,1.70576353450901
"MK",," "," "
