"BE","QPS Tables 2.1"
"JH","Project Sheet1     "
"JF"," "
"TB","B0A1"
"VT","【TOMA】"
"HT","Total wave"
"BT","b1.All Respondents"
"CH",,"1st half","National",,,,,"1st half-North","North",,,,
"CL",,"(a)","Aug (a)","Sep (b)","Nov (c)","Jan (d)","March (e)","(a)","Aug (a)","Sep (b)","Nov (c)","Jan (d)","March (e)"
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," ",b," ",b," ",b," "," "," "
"RW","店内（陈列，货架，促销）In store (shelf, promotion, display)",284.0,307.207742837215,202.0,207.911175238455,378.0,376.72893139397,357.0,342.477575757434,213.0,203.111711454289,237.0,268.576648297465,354.0,348.001119139104,220.0,220.751218816426,30.0,26.796766075929,63.0,76.4344851481572,106.0,98.5227108492501
"PV",,50.9874326750449,45.8836792539484,52.3316062176166,48.7772119752838,52.3545706371191,45.125208610865,56.9377990430622,44.3767908200944,49.4199535962877,41.6385417344665,57.5242718446602,49.832331765317,50.8620689655172,43.0623432704905,55.9796437659033,50.3292188637043,48.3870967741936,48.3174661851782,61.1650485436893,52.1214516095178,63.4730538922156,53.6668981539324
"MK",,b," "," "," ",b," ",b," ",b," ",b," ",b," "," "," "," "," "," "," ",b," "
"RW","社交媒体（如微博，微信）Social  ",75.0,69.5176253758568,56.0,50.6074819886571,99.0,94.9269546767161,80.0,92.6611627733951,55.0,63.9103316790936,54.0,65.0910886475901,84.0,92.1634154009237,63.0,48.758826610148,16.0,12.9105865229946,24.0,21.5856595453579,28.0,22.7809947447038
"PV",,13.4649910233393,10.3829558323735,14.5077720207254,11.8728196003171,13.7119113573407,11.3705061534053,12.7591706539075,12.0066402258525,12.7610208816705,13.1018196529866,13.1067961165049,12.0771509549104,12.0689655172414,11.4044823786586,16.030534351145,11.1165576759069,25.8064516129032,23.2791832412928,23.3009708737864,14.7194804448817,16.7664670658683,12.4091726087396
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," ",b," "," "," "," "," "," "," "
"RW","电商广告（如淘宝，京东）eCommerce  ",168.0,198.955103528865,131.0,134.331892506175,264.0,290.187232787369,185.0,231.948656517034,134.0,136.029531084552,130.0,155.916199576288,201.0,203.708930396625,122.0,140.865665418093,31.0,24.0071170035142,48.0,50.2636558390108,63.0,61.4515539054993
"PV",,30.1615798922801,29.7153713377978,33.9378238341969,31.5150697806398,36.5650969529086,34.7591021674033,29.5055821371611,30.0549225405305,31.0904872389791,27.8864830916398,31.5533980582524,28.929051852146,28.8793103448276,25.2073439008036,31.0432569974555,32.1160578103274,50.0,43.2874273236608,46.6019417475728,34.2752973406222,37.7245508982036,33.4736453800329
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",b," "," "," "
"TE"
"TB","TNSOA"
"VT","【SOA-North】"
"HT","SOA"
"BT","主品牌"
"CH",,"Tide",,"Ariel",,"Blue Moon",,"Liby",,"Kispa",,"Diaopai",,"Chaoneng",,"Omo",,"Attack",,"Walch",,"Baimao",
"CL",,"Curent wave (a)","Last wave (b)","Curent wave (a)","Last wave (b)","Curent wave (a)","Last wave (b)","Curent wave (a)","Last wave (b)","Curent wave (a)","Last wave (b)","Curent wave (a)","Last wave (b)","Curent wave (a)","Last wave (b)","Curent wave (a)","Last wave (b)","Curent wave (a)","Last wave (b)","Curent wave (a)","Last wave (b)","Curent wave (a)","Last wave (b)"
"RU","Unweighted row",152.0,163.0,141.0,138.0,208.0,215.0,170.0,181.0,140.0,111.0,119.0,136.0,220.0,221.0,99.0,95.0,16.0,14.0,26.0,35.0,51.0,45.0
"RT","总体",152.0,191.631713998281,141.0,140.937856726789,208.0,243.244392343854,170.0,191.624694390068,140.0,138.122074052191,119.0,165.092085519055,220.0,224.122023581916,99.0,115.882931762834,16.0,12.5252104213716,26.0,46.0247435460289,51.0,58.7450425483417
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","Total Sample Base Size:",451.016277096365,479.184270756548,451.016277096365,479.184270756548,451.016277096365,479.184270756548,451.016277096365,479.184270756548,451.016277096365,479.184270756548,451.016277096365,479.184270756548,451.016277096365,479.184270756548,451.016277096365,479.184270756548,451.016277096365,479.184270756548,451.016277096365,479.184270756548,451.016277096365,479.184270756548
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","电视或者电视盒子 TVC ",119.0,139.274982266357,106.0,95.6767763545191,141.0,185.735125374667,134.0,134.334762374776,105.0,112.659552630369,88.0,108.167115151569,175.0,172.700970720967,80.0,78.7758909302599,12.0,6.20822112992332,16.0,37.451987772694,34.0,48.263713034645
"PV",,78.2894736842105,72.6784619103319,75.177304964539,67.8857892241052,67.7884615384615,76.3574130465911,78.8235294117647,70.1030536812372,75.0,81.5652048403203,73.9495798319328,65.5192614542895,79.5454545454545,77.0566711654935,80.8080808080808,67.978855670896,75.0,49.5658030569316,61.5384615384615,81.3735936089218,66.6666666666667,82.1579335735922
"MK",," "," "," "," "," ",a,b," "," "," "," "," "," "," ",b," "," "," "," "," "," ",a
"RW","视频网站插播广告（如爱奇艺）Ivideo/Pre-roll",36.0,58.8397263058898,27.0,32.7512717329613,55.0,72.7581874850934,41.0,46.7048290521932,34.0,38.9431388812557,28.0,46.1950165918347,54.0,64.3438972337192,26.0,46.3165683320649,6.0,2.41371135668744,6.0,7.88503011528668,12.0,17.896114170686
"PV",,23.6842105263158,30.704586980012,19.1489361702128,23.2380940746463,26.4423076923077,29.9115579948257,24.1176470588235,24.3730742537398,24.2857142857143,28.1947249550716,23.5294117647059,27.9813635199993,24.5454545454545,28.7093147765559,26.2626262626263,39.9684126277167,37.5,19.2708248044197,23.0769230769231,17.1321543756152,23.5294117647059,30.4640415503303
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",a," "," "," "," "," "," "
"RW","网站广告（搜索，门户，BBS）internet ",20.0,25.8432480080681,23.0,18.6639150592406,30.0,33.5506464472146,20.0,30.3894514812553,11.0,19.5497955266778,17.0,21.2584852087181,30.0,24.1136442453275,18.0,18.1827544108917,6.0,4.7331222464938,9.0,20.1295671622713,12.0,8.89232175190227
"PV",,13.1578947368421,13.485893054372,16.3120567375887,13.2426556588135,14.4230769230769,13.7929783802732,11.7647058823529,15.8588388505894,7.85714285714286,14.1539979477073,14.2857142857143,12.8767439952562,13.6363636363636,10.7591587207466,18.1818181818182,15.6906234026806,37.5,37.7887643182244,34.6153846153846,43.7364026637974,23.5294117647059,15.1371441166031
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","户外广告（交通工具，外墙屏幕）Outdoor  ",30.0,31.1853549292743,37.0,24.2959820419871,34.0,33.8709444944378,29.0,39.9366111957081,19.0,30.6140122900025,25.0,28.7393630170674,37.0,32.2587833977886,19.0,12.8108084902625,6.0,1.53781867678426,8.0,11.5547680988906,14.0,8.32188063724454
"PV",,19.7368421052632,16.2735876429901,26.2411347517731,17.2387906317359,16.3461538461538,13.9246558442989,17.0588235294118,20.841056693045,13.5714285714286,22.1644603153255,21.0084033613445,17.4080804217295,16.8181818181818,14.3934018095273,19.1919191919192,11.0549571842738,37.5,12.2777871592505,30.7692307692308,25.1055567258832,27.4509803921569,14.1660985782697
"MK",," "," ",b," "," "," "," "," "," ",a," "," "," "," "," "," "," "," "," "," "," "," "
"RW","楼宇或电梯视频广告Building LCD   ",25.0,21.9395199198817,19.0,16.3925977772086,29.0,24.197818911506,22.0,10.8416222789719,14.0,11.7328606216288,23.0,16.4165048331912,27.0,12.8798978549603,23.0,18.3507389884496,5.0,2.62012730843154,6.0,4.87149976263243,8.0,4.97745278119159
"PV",,16.4473684210526,11.4487938672189,13.4751773049645,11.6310820654709,13.9423076923077,9.94794522428272,12.9411764705882,5.65773754446436,10.0,8.49455867365222,19.327731092437,9.94384726655865,12.2727272727273,5.74682382798168,23.2323232323232,15.8355839891989,31.25,20.9188286686254,23.0769230769231,10.5845234265358,15.6862745098039,8.47297502099112
"MK",," "," "," "," "," "," ",b," "," "," ",b," ",b," "," "," "," "," "," "," "," "," "
"RW","店内（陈列，货架，促销）In store (shelf, promotion, display)",90.0,88.7631960551719,80.0,83.8178249611539,115.0,105.316957621709,96.0,92.6668609919912,77.0,64.3135300826839,68.0,93.3171483673358,118.0,101.472500457549,59.0,44.1273974442005,7.0,6.31062672892963,18.0,32.966184386534,35.0,27.1181925310929
"PV",,59.2105263157895,46.3196796621922,56.7375886524823,59.4714769386884,55.2884615384615,43.2967669292994,56.4705882352941,48.358517302243,55.0,46.5628180897299,57.1428571428571,56.5243016186656,53.6363636363636,45.2755596419382,59.5959595959596,38.0792898254522,43.75,50.3833988941367,69.2307692307692,71.6270897926131,68.6274509803922,46.1625208778718
"MK",,b," "," "," ",b," "," "," "," "," "," "," ",b," ",b," "," "," "," "," ",b," "
"RW","社交媒体（如微博，微信）Social  ",20.0,14.394661230759,22.0,16.4361078322394,21.0,29.6219195888513,20.0,16.6564370567099,17.0,20.6629984170815,11.0,22.0217935656348,31.0,32.1194436235133,15.0,11.1847871693959,4.0,5.5224975354912,8.0,8.95524250855924,6.0,6.36953404901949
"PV",,13.1578947368421,7.51162786702842,15.6028368794326,11.6619538667323,10.0961538461538,12.1778427463097,11.7647058823529,8.69221845844375,12.1428571428571,14.959953764721,9.2436974789916,13.3390970841501,14.0909090909091,14.3312304209023,15.1515151515152,9.65179858608229,25.0,44.09105595598,30.7692307692308,19.4574522715226,11.7647058823529,10.8426750117305
"MK",,b," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","电商广告（如淘宝，京东）eCommerce  ",53.0,53.2988247152166,43.0,44.223779415325,80.0,79.9786894010567,51.0,57.4636102254147,44.0,46.816898785775,44.0,50.4863551484323,65.0,48.8731564515841,34.0,25.2442543437891,7.0,4.36915869229342,12.0,15.0483462880969,22.0,20.6196550349761
"PV",,34.8684210526316,27.8131545155907,30.4964539007092,31.3782119597958,38.4615384615385,32.8799725372487,30.0,29.9875808847699,31.4285714285714,33.8953053717429,36.9747899159664,30.5807240787477,29.5454545454545,21.806494368779,34.3434343434343,21.7842731106027,43.75,34.8829164964637,46.1538461538462,32.6962088839175,43.1372549019608,35.1002470004307
"MK",," "," "," "," "," "," "," "," "," "," "," "," ",b," ",b," "," "," "," "," "," "," "
"TE"
"TB","SE7A10"
"VT","【SOA Effectiveness - 汰渍Tide】"
"HT","SOA Effectiveness"
"BT","All Respondents"
"CH",,"Curent wave",,,,,"Last wave",,,,
"CL",,"All Vehicle","TV","Digital","In-store","Outdoor","All Vehicle","TV","Digital","In-store","Outdoor"
"RU","Unweighted row",579.0,434.0,310.0,279.0,160.0,556.0,441.0,273.0,284.0,139.0
"RT","总体",606.404847623197,454.449319458031,324.188440183465,289.56020249649,165.678440680261,556.0,441.0,273.0,284.0,139.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","% from All Vehicle",606.404847623197,454.449319458031,324.188440183465,289.56020249649,165.678440680261,556.0,441.0,273.0,284.0,139.0
"PH",,100.0,74.9415710047907,53.4607270133347,47.7503113029885,27.3214241821511,100.0,79.3165467625899,49.1007194244604,51.0791366906475,25.0
"MK",," "," "," "," "," "," "," "," "," "," "
"RW","TOMA",50.2634889498935,37.2218797677529,28.9617842415586,24.8971504882962,11.6205716303047,38.0,33.0,20.0,18.0,11.0
"PV",,8.28876766848108,8.19054582635158,8.93362645045842,8.59826394429948,7.01393107189549,6.83453237410072,7.48299319727891,7.32600732600733,6.33802816901408,7.9136690647482
"MK",," "," "," "," "," "," "," "," "," "," "
"RW","UBA",224.228647864791,163.545951739528,131.418639021889,127.975402516703,73.456859899158,196.0,161.0,106.0,103.0,51.0
"PV",,36.9767241709321,35.9877206845795,40.5377313723822,44.196475003589,44.3370058274033,35.2517985611511,36.5079365079365,38.8278388278388,36.2676056338028,36.6906474820144
"MK",," "," "," "," "," "," "," "," "," "," "
"RW","Consideration",457.14480833662,346.297983848655,261.416097632714,230.167066825182,131.340473802493,387.0,307.0,191.0,206.0,101.0
"PV",,75.3860741925792,76.2016728865708,80.6370817802058,79.4885018178465,79.2743299992567,69.6043165467626,69.6145124716553,69.96336996337,72.5352112676056,72.6618705035971
"MK",," "," "," "," "," "," "," "," "," "," "
"RS","Equity",13.3428621763531,13.1037047977917,13.2601991034522,12.8299041853681,12.5796548990823,12.1533772315467,12.3197346292262,11.3967608130358,12.0385002638447,11.4510909558546
"TE"
"TB","SE1A11"
"VT","【SOA Effectiveness - 碧浪 Ariel】"
"HT","SOA Effectiveness"
"BT","All Respondents"
"CH",,"Curent wave",,,,,"Last wave",,,,
"CL",,"All Vehicle","TV","Digital","In-store","Outdoor","All Vehicle","TV","Digital","In-store","Outdoor"
"RU","Unweighted row",409.0,290.0,221.0,200.0,125.0,386.0,293.0,206.0,202.0,113.0
"RT","总体",432.148644903407,304.420284502571,232.535654901883,208.749982336399,130.356008106746,386.0,293.0,206.0,202.0,113.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","% from All Vehicle",432.148644903407,304.420284502571,232.535654901883,208.749982336399,130.356008106746,386.0,293.0,206.0,202.0,113.0
"PH",,100.0,70.4434198956274,53.8091829383981,48.3051340778955,30.1646226695638,100.0,75.9067357512953,53.3678756476684,52.3316062176166,29.2746113989637
"MK",," "," "," "," "," "," "," "," "," "," "
"RW","TOMA",45.4609291020998,36.3708845559882,24.014473375225,23.4325393102945,10.6175410314904,35.0,28.0,22.0,26.0,12.0
"PV",,10.5197435276607,11.9475890430294,10.3272220276747,11.2251694817071,8.14503388504801,9.06735751295337,9.55631399317406,10.6796116504854,12.8712871287129,10.6194690265487
"MK",," "," "," "," "," "," "," "," "," "," "
"RW","UBA",117.858403745171,87.2710383106953,61.8633360444713,66.3279857482226,39.1704673343177,105.0,78.0,59.0,64.0,31.0
"PV",,27.2726537813197,28.6679445337547,26.6038066594881,31.7738880769511,30.0488392542995,27.2020725388601,26.6211604095563,28.6407766990291,31.6831683168317,27.4336283185841
"MK",," "," "," "," "," "," "," "," "," "," "
"RW","Consideration",301.265422391527,220.047511884254,174.066152103906,156.516352373557,94.5675561785616,233.0,180.0,126.0,131.0,77.0
"PV",,69.7133789367464,72.2841161008098,74.8556827456644,74.9778996969362,72.5456061074854,60.3626943005181,61.4334470989761,61.1650485436893,64.8514851485149,68.141592920354
"MK",," "," "," "," "," "," "," "," "," "," "
"RS","Equity",12.255690092833,12.3637860694001,12.3160193211765,12.6997110213931,12.0514714589009,12.0483307285837,11.9933739900338,12.0507801349935,11.8559512696696,11.5072965886541
"TE"
"TB","SE2A12"
"VT","【SOA Effectiveness - 蓝月亮 Blue Moon】"
"HT","SOA Effectiveness"
"BT","All Respondents"
"CH",,"Curent wave",,,,,"Last wave",,,,
"CL",,"All Vehicle","TV","Digital","In-store","Outdoor","All Vehicle","TV","Digital","In-store","Outdoor"
"RU","Unweighted row",819.0,567.0,475.0,404.0,247.0,721.0,514.0,424.0,378.0,198.0
"RT","总体",866.350217148441,602.123045997162,500.780963970037,421.477603373222,261.673022228791,721.0,514.0,424.0,378.0,198.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","% from All Vehicle",866.350217148441,602.123045997162,500.780963970037,421.477603373222,261.673022228791,721.0,514.0,424.0,378.0,198.0
"PH",,100.0,69.501113300234,57.8035249553395,48.6497948555377,30.2040695609309,100.0,71.2898751733703,58.8072122052705,52.4271844660194,27.4618585298197
"MK",," "," "," "," "," "," "," "," "," "," "
"RW","TOMA",209.210212084113,160.436738971914,109.905060746468,102.589112790498,54.0237581856901,180.0,119.0,116.0,92.0,50.0
"PV",,24.1484572800963,26.6451749419786,21.9467329339307,24.3403473801322,20.6455207822131,24.9653259361997,23.1517509727626,27.3584905660377,24.3386243386243,25.2525252525253
"MK",," "," "," "," "," "," "," "," "," "," "
"RW","UBA",459.250160674826,332.642974402147,262.452868568336,234.559994975738,136.370887463958,381.0,266.0,251.0,216.0,117.0
"PV",,53.0097588232194,55.2450162161232,52.4087150772846,55.6518289699091,52.1149969157782,52.8432732316227,51.7509727626459,59.1981132075472,57.1428571428571,59.0909090909091
"MK",," "," "," "," "," "," "," "," "," "," "
"RW","Consideration",709.376557265429,504.065096672211,424.205978869991,355.927384853962,231.346837887195,561.0,396.0,351.0,310.0,172.0
"PV",,81.8810387790189,83.7146327520881,84.7088865972494,84.4475203439897,88.4106569017724,77.8085991678225,77.0428015564202,82.7830188679245,82.010582010582,86.8686868686869
"MK",," "," "," "," "," "," "," "," "," "," "
"RS","Equity",19.0927836104178,19.3539445779411,19.0152059027605,18.1684013189744,18.8875132797369,19.3515174617409,18.4089892677194,20.6096226797349,19.6015036538488,18.4087606780468
"TE"
"TB","SE5A13"
"VT","【SOA Effectiveness - 立白 Liby】"
"HT","SOA Effectiveness"
"BT","All Respondents"
"CH",,"Curent wave",,,,,"Last wave",,,,
"CL",,"All Vehicle","TV","Digital","In-store","Outdoor","All Vehicle","TV","Digital","In-store","Outdoor"
"RU","Unweighted row",667.0,456.0,366.0,355.0,199.0,627.0,482.0,318.0,357.0,167.0
"RT","总体",705.999170878568,475.471703331548,384.968803361546,375.809353950816,208.979908952826,627.0,482.0,318.0,357.0,167.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","% from All Vehicle",705.999170878568,475.471703331548,384.968803361546,375.809353950816,208.979908952826,627.0,482.0,318.0,357.0,167.0
"PH",,100.0,67.3473458530917,54.5282231539279,53.2308491925205,29.6005884387605,100.0,76.8740031897927,50.7177033492823,56.9377990430622,26.6347687400319
"MK",," "," "," "," "," "," "," "," "," "," "
"RW","TOMA",234.230795150192,158.041083732502,133.989974208143,119.286168307963,69.2696400772997,188.0,139.0,89.0,112.0,48.0
"PV",,33.1772054149451,33.2387989916403,34.8054109938633,31.7411387060829,33.146554816873,29.9840510366826,28.8381742738589,27.9874213836478,31.3725490196078,28.7425149700599
"MK",," "," "," "," "," "," "," "," "," "," "
"RW","UBA",481.720206843484,336.615244763693,271.243207002858,265.343207211363,144.230520731456,426.0,325.0,217.0,258.0,110.0
"PV",,68.2324040471629,70.7960626058477,70.4584903073608,70.6058016975517,69.0164530428681,67.9425837320574,67.4273858921162,68.2389937106918,72.2689075630252,65.8682634730539
"MK",," "," "," "," "," "," "," "," "," "," "
"RW","Consideration",600.209506072078,408.974942410583,329.000978433532,325.051025286702,177.485573350657,510.0,389.0,270.0,296.0,139.0
"PV",,85.0156106168168,86.0145702772565,85.4617245763025,86.4935962528605,84.9294911841125,81.3397129186603,80.7053941908714,84.9056603773585,82.9131652661064,83.2335329341317
"MK",," "," "," "," "," "," "," "," "," "," "
"RS","Equity",16.1837395852119,15.3829596310322,15.9786933360807,15.4184517377602,15.5232487823761,15.0387790537246,14.264925696178,14.4873887739278,14.5873125010915,13.5675814258081
"TE"
"TB","SE8A14"
"VT","【SOA Effectiveness - 好爸爸 Kispa】"
"HT","SOA Effectiveness"
"BT","All Respondents"
"CH",,"Curent wave",,,,,"Last wave",,,,
"CL",,"All Vehicle","TV","Digital","In-store","Outdoor","All Vehicle","TV","Digital","In-store","Outdoor"
"RU","Unweighted row",468.0,343.0,240.0,205.0,109.0,430.0,329.0,226.0,213.0,93.0
"RT","总体",497.114152139187,362.322297914914,253.729716346186,213.883445231935,115.058419153582,430.0,329.0,226.0,213.0,93.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","% from All Vehicle",497.114152139187,362.322297914914,253.729716346186,213.883445231935,115.058419153582,430.0,329.0,226.0,213.0,93.0
"PH",,100.0,72.8851303781565,51.0405336992185,43.0250163491725,23.1452712940199,100.0,76.5116279069767,52.5581395348837,49.5348837209302,21.6279069767442
"MK",," "," "," "," "," "," "," "," "," "," "
"RW","TOMA",31.0280242211006,20.7460652957292,19.7172393626399,15.2975604291568,7.76689369151953,19.0,15.0,10.0,9.0,6.0
"PV",,6.24162963125884,5.72585938406726,7.77096181187463,7.15228820658286,6.75039145214761,4.41860465116279,4.55927051671733,4.42477876106195,4.22535211267606,6.45161290322581
"MK",," "," "," "," "," "," "," "," "," "," "
"RW","UBA",159.226811165233,112.834645679322,81.0267442877003,86.8632059286109,42.7378735731885,119.0,93.0,65.0,59.0,23.0
"PV",,32.0302309801574,31.1420650422734,31.9342745715872,40.6124026263073,37.1444991923115,27.6744186046512,28.2674772036474,28.7610619469027,27.6995305164319,24.7311827956989
"MK",," "," "," "," "," "," "," "," "," "," "
"RW","Consideration",309.761210175604,217.157850434422,177.709799487972,156.49032930452,86.7061904473498,261.0,203.0,141.0,146.0,66.0
"PV",,62.3118872883896,59.9349948054862,70.0390171269915,73.1661719469786,75.3584058300099,60.6976744186046,61.7021276595745,62.3893805309735,68.5446009389671,70.9677419354839
"MK",," "," "," "," "," "," "," "," "," "," "
"RS","Equity",12.08242269445,11.2664618630622,12.6330509663724,12.2925781219308,14.283288663298,12.2279108234696,12.0209999503813,12.405872942619,12.6490310883648,10.9065294083107
"TE"
"TB","SE4A15"
"VT","【SOA Effectiveness - 雕牌 Diaopai】"
"HT","SOA Effectiveness"
"BT","All Respondents"
"CH",,"Curent wave",,,,,"Last wave",,,,
"CL",,"All Vehicle","TV","Digital","In-store","Outdoor","All Vehicle","TV","Digital","In-store","Outdoor"
"RU","Unweighted row",449.0,323.0,255.0,229.0,164.0,412.0,307.0,203.0,237.0,135.0
"RT","总体",470.805770170572,339.21004744084,268.048244710968,239.0489130205,171.338747737292,412.0,307.0,203.0,237.0,135.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","% from All Vehicle",470.805770170572,339.21004744084,268.048244710968,239.0489130205,171.338747737292,412.0,307.0,203.0,237.0,135.0
"PH",,100.0,72.0488296729976,56.9339336291174,50.7744229502312,36.3926609640354,100.0,74.5145631067961,49.2718446601942,57.5242718446602,32.7669902912621
"MK",," "," "," "," "," "," "," "," "," "," "
"RW","TOMA",127.263995528441,90.7451703739821,68.2516147736992,66.7097068012785,48.0615510931348,110.0,81.0,54.0,66.0,34.0
"PV",,27.031103608253,26.7519111118926,25.4624367517473,27.906299994578,28.0506025215184,26.6990291262136,26.3843648208469,26.6009852216749,27.8481012658228,25.1851851851852
"MK",," "," "," "," "," "," "," "," "," "," "
"RW","UBA",285.860360367991,207.405697117286,163.907668481889,155.055771869853,99.1460202385225,267.0,200.0,128.0,160.0,90.0
"PV",,60.7172593200004,61.1437363610105,61.1485699742699,64.863617203127,57.8654983463167,64.8058252427184,65.1465798045603,63.0541871921182,67.5105485232068,66.6666666666667
"MK",," "," "," "," "," "," "," "," "," "," "
"RW","Consideration",350.296077825183,257.221650017068,199.528989541119,182.030252618774,134.640711473975,301.0,226.0,148.0,180.0,105.0
"PV",,74.4035226455001,75.829608219942,74.4377154031611,76.1477014552097,78.5815895423816,73.0582524271845,73.6156351791531,72.9064039408867,75.9493670886076,77.7777777777778
"MK",," "," "," "," "," "," "," "," "," "," "
"RS","Equity",12.3599782622694,11.4898853298913,10.9346093221164,11.6926076732032,12.9231836119458,12.052084228827,11.0666355507008,11.3389070936916,12.1583377786154,11.9609891310302
"TE"
"TB","SE3A16"
"VT","【SOA Effectiveness - 超能 Chaoneng】"
"HT","SOA Effectiveness"
"BT","All Respondents"
"CH",,"Curent wave",,,,,"Last wave",,,,
"CL",,"All Vehicle","TV","Digital","In-store","Outdoor","All Vehicle","TV","Digital","In-store","Outdoor"
"RU","Unweighted row",720.0,542.0,372.0,331.0,217.0,696.0,543.0,353.0,354.0,166.0
"RT","总体",757.364462112672,569.183545911579,391.260893168032,343.072232271381,228.089317329904,696.0,543.0,353.0,354.0,166.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","% from All Vehicle",757.364462112672,569.183545911579,391.260893168032,343.072232271381,228.089317329904,696.0,543.0,353.0,354.0,166.0
"PH",,100.0,75.1531890371299,51.6608466254949,45.2981687725853,30.1161895943266,100.0,78.0172413793103,50.7183908045977,50.8620689655172,23.8505747126437
"MK",," "," "," "," "," "," "," "," "," "," "
"RW","TOMA",83.1487787508773,65.8906344858858,41.9810864784146,37.9584038149571,28.1520911977057,68.0,57.0,33.0,28.0,23.0
"PV",,10.9787008646977,11.5763421060176,10.7296914185557,11.06426001418,12.3425733073624,9.77011494252874,10.4972375690608,9.34844192634561,7.90960451977401,13.855421686747
"MK",," "," "," "," "," "," "," "," "," "," "
"RW","UBA",266.805018810731,210.287794459603,148.428729092831,133.558010588439,84.5331684494695,219.0,177.0,116.0,112.0,59.0
"PV",,35.2280879494236,36.9455153737474,37.9359991465046,38.9299972499057,37.0614325296096,31.4655172413793,32.5966850828729,32.8611898016997,31.638418079096,35.5421686746988
"MK",," "," "," "," "," "," "," "," "," "," "
"RW","Consideration",595.531268564242,460.879465593675,316.605688465804,280.003978980521,186.14080219253,524.0,407.0,269.0,284.0,128.0
"PV",,78.6320587188636,80.9720289534286,80.9193287635403,81.6166254921583,81.6087330926156,75.2873563218391,74.9539594843462,76.2039660056657,80.225988700565,77.1084337349398
"MK",," "," "," "," "," "," "," "," "," "," "
"RS","Equity",15.6726143264394,15.9416412801994,15.90114288328,15.2550541951274,15.1970436268398,15.1682214840965,15.0771325743777,14.4818978128012,14.7596178041675,13.8457791988118
"TE"
"TB","SE6A17"
"VT","【SOA Effectiveness - 奥妙 Omo】"
"HT","SOA Effectiveness"
"BT","All Respondents"
"CH",,"Curent wave",,,,,"Last wave",,,,
"CL",,"All Vehicle","TV","Digital","In-store","Outdoor","All Vehicle","TV","Digital","In-store","Outdoor"
"RU","Unweighted row",361.0,263.0,215.0,179.0,115.0,393.0,311.0,214.0,220.0,136.0
"RT","总体",381.218401759676,274.641149157595,229.98697427367,187.526120519617,119.863300626224,393.0,311.0,214.0,220.0,136.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","% from All Vehicle",381.218401759676,274.641149157595,229.98697427367,187.526120519617,119.863300626224,393.0,311.0,214.0,220.0,136.0
"PH",,100.0,72.0429936985916,60.3294524115488,49.1912561550047,31.4421602086741,100.0,79.1348600508906,54.4529262086514,55.9796437659033,34.6055979643766
"MK",," "," "," "," "," "," "," "," "," "," "
"RW","TOMA",37.7373889650276,26.0488196030356,22.0346042296429,23.216057117652,12.2765350118774,47.0,29.0,26.0,25.0,18.0
"PV",,9.89915197976663,9.48467470476836,9.58080530396609,12.3801724545479,10.2421132638087,11.9592875318066,9.32475884244373,12.1495327102804,11.3636363636364,13.2352941176471
"MK",," "," "," "," "," "," "," "," "," "," "
"RW","UBA",113.429098078908,80.7573519271693,67.0851677588677,64.1525252044144,32.1614940579186,124.0,91.0,71.0,80.0,43.0
"PV",,29.7543606382399,29.4046803164332,29.169116194833,34.209914345081,26.8318108127269,31.5521628498728,29.2604501607717,33.1775700934579,36.3636363636364,31.6176470588235
"MK",," "," "," "," "," "," "," "," "," "," "
"RW","Consideration",256.199643061152,193.425510233279,162.227951414981,141.260030482581,86.3080524013847,268.0,207.0,148.0,156.0,94.0
"PV",,67.2054764089439,70.4284521189092,70.5378867335067,75.3281889963716,72.0054027800582,68.1933842239186,66.5594855305466,69.1588785046729,70.9090909090909,69.1176470588235
"MK",," "," "," "," "," "," "," "," "," "," "
"RS","Equity",11.6865872784067,12.2718420451489,11.7239408945869,12.5413602731256,11.2011093458422,12.991757460667,12.00587693966,12.8645554314224,12.9229137240797,13.6402864059538
